编号ID 	物品	最少	最多
0	30006	1	1
0	30007	1	2
52497	0	0	0
0	3	1545	1545
0	2	1302	1302
0	30006	1	1
0	30007	1	2
52498	0	0	0
0	3	1545	1545
0	2	1302	1302
0	30006	1	1
0	30007	1	2
52499	0	0	0
0	3	1545	1545
0	2	1302	1302
0	30019	1	2
0	30009	1	2
0	30006	1	1
0	30007	1	2
52500	0	0	0
0	3	1545	1545
0	2	1302	1302
0	30019	1	2
0	30009	1	2
0	30006	1	1
0	30007	1	2
52501	0	0	0
0	3	1545	1545
0	2	1302	1302
0	30001	1	1
0	30007	1	2
52502	0	0	0
0	3	1545	1545
0	2	1302	1302
0	30001	1	1
0	30007	1	2
52503	0	0	0
0	3	1545	1545
0	2	1302	1302
0	30006	1	1
0	30019	1	2
0	30009	1	2
0	30001	1	1
0	30007	1	2
52504	0	0	0
0	3	1545	1545
0	2	1302	1302
0	30001	1	1
0	30007	1	2
52505	0	0	0
0	3	1545	1545
0	2	1302	1302
0	30001	1	1
0	30007	1	2
52506	0	0	0
0	3	1545	1545
0	2	1302	1302
0	30006	1	1
0	30019	1	2
0	30009	1	2
0	30001	1	1
0	30007	1	2
52507	0	0	0
0	3	1545	1545
0	2	1302	1302
0	30001	1	1
0	30007	1	2
52508	0	0	0
0	3	1545	1545
0	2	1302	1302
0	30001	1	1
0	30007	1	2
52509	0	0	0
0	3	1545	1545
0	2	1302	1302
0	30006	1	1
0	30019	1	2
0	30009	1	2
0	30001	1	1
0	30007	1	2
52510	0	0	0
0	3	1545	1545
0	2	1302	1302
0	30006	1	1
0	30019	1	2
0	30009	1	2
0	30001	1	1
0	30007	1	2
52511	0	0	0
0	3	1545	1545
0	2	1302	1302
0	30001	1	1
0	30007	1	2
52512	0	0	0
0	3	1545	1545
0	2	1302	1302
0	30001	1	1
0	30007	1	2
52513	0	0	0
0	3	1545	1545
0	2	1302	1302
0	30006	1	1
0	30019	1	2
0	30009	1	2
0	30001	1	1
0	30007	1	2
52514	0	0	0
0	3	1545	1545
0	2	1302	1302
0	30001	1	1
0	30007	1	2
52515	0	0	0
0	3	1545	1545
0	2	1302	1302
0	30001	1	1
0	30007	1	2
52516	0	0	0
0	3	1545	1545
0	2	1302	1302
0	30006	1	1
0	30019	1	2
0	30009	1	2
0	30001	1	1
0	30007	1	2
52517	0	0	0
0	3	1545	1545
0	2	1302	1302
0	30001	1	1
0	30007	1	2
52518	0	0	0
0	3	1545	1545
0	2	1302	1302
0	30001	1	1
0	30007	1	2
52519	0	0	0
0	3	1545	1545
0	2	1302	1302
0	30006	1	1
0	30019	1	2
0	30009	1	2
0	30001	1	1
0	30007	1	2
52520	0	0	0
0	3	1545	1545
0	2	1302	1302
0	30006	1	1
0	30019	1	2
0	30009	1	2
0	30001	1	1
0	30007	1	2
52521	0	0	0
0	3	1545	1545
0	2	1302	1302
0	30006	1	1
0	30007	1	2
52522	0	0	0
0	3	1545	1545
0	2	1302	1302
0	30006	1	1
0	30007	1	2
52523	0	0	0
0	3	1545	1545
0	2	1302	1302
0	30019	1	2
0	30009	1	2
0	30006	1	1
0	30007	1	2
52524	0	0	0
0	3	1545	1545
0	2	1302	1302
0	30006	1	1
0	30007	1	2
52525	0	0	0
0	3	1545	1545
0	2	1302	1302
0	30006	1	1
0	30007	1	2
52526	0	0	0
0	3	1545	1545
0	2	1302	1302
0	30019	1	2
0	30009	1	2
0	30006	1	1
0	30007	1	2
52527	0	0	0
0	3	1545	1545
0	2	1302	1302
0	30006	1	1
0	30007	1	2
52528	0	0	0
0	3	1545	1545
0	2	1302	1302
0	30006	1	1
0	30007	1	2
52529	0	0	0
0	3	1545	1545
0	2	1302	1302
0	30019	1	2
0	30009	1	2
0	30006	1	1
0	30007	1	2
52530	0	0	0
0	3	1545	1545
0	2	1302	1302
0	30019	1	2
0	30009	1	2
0	30006	1	1
0	30007	1	2
52531	0	0	0
0	3	1545	1545
0	2	1302	1302
0	30001	1	1
0	30007	1	2
52532	0	0	0
0	3	1545	1545
0	2	1302	1302
0	30001	1	1
0	30007	1	2
52533	0	0	0
0	3	1545	1545
0	2	1302	1302
0	30006	1	1
0	30019	1	2
0	30009	1	2
0	30001	1	1
0	30007	1	2
52534	0	0	0
0	3	1545	1545
0	2	1302	1302
0	30001	1	1
0	30007	1	2
52535	0	0	0
0	3	1545	1545
0	2	1302	1302
0	30001	1	1
0	30007	1	2
52536	0	0	0
0	3	1545	1545
0	2	1302	1302
0	30006	1	1
0	30019	1	2
0	30009	1	2
0	30001	1	1
0	30007	1	2
52537	0	0	0
0	3	1545	1545
0	2	1302	1302
0	30001	1	1
0	30007	1	2
52538	0	0	0
0	3	1545	1545
0	2	1302	1302
0	30001	1	1
0	30007	1	2
52539	0	0	0
0	3	1545	1545
0	2	1302	1302
0	30006	1	1
0	30019	1	2
0	30009	1	2
0	30001	1	1
0	30007	1	2
52540	0	0	0
0	3	1545	1545
0	2	1302	1302
0	30006	1	1
0	30019	1	2
0	30009	1	2
0	30001	1	1
0	30007	1	2
52541	0	0	0
0	3	1545	1545
0	2	1302	1302
0	30001	1	1
0	30007	1	2
52542	0	0	0
0	3	1545	1545
0	2	1302	1302
0	30001	1	1
0	30007	1	2
52543	0	0	0
0	3	1545	1545
0	2	1302	1302
0	30006	1	1
0	30019	1	2
0	30009	1	2
0	30001	1	1
0	30007	1	2
52544	0	0	0
0	3	1545	1545
0	2	1302	1302
0	30001	1	1
0	30007	1	2
52545	0	0	0
0	3	1545	1545
0	2	1302	1302
0	30001	1	1
0	30007	1	2
52546	0	0	0
0	3	1545	1545
0	2	1302	1302
0	30006	1	1
0	30019	1	2
0	30009	1	2
0	30001	1	1
0	30007	1	2
52547	0	0	0
0	3	1545	1545
0	2	1302	1302
0	30001	1	1
0	30007	1	2
52548	0	0	0
0	3	1545	1545
0	2	1302	1302
0	30001	1	1
0	30007	1	2
52549	0	0	0
0	3	1545	1545
0	2	1302	1302
0	30006	1	1
0	30019	1	2
0	30009	1	2
0	30001	1	1
0	30007	1	2
52550	0	0	0
0	3	1545	1545
0	2	1302	1302
0	30006	1	1
0	30019	1	2
0	30009	1	2
0	30001	1	1
0	30007	1	2
52551	0	0	0
0	3	1545	1545
0	2	1302	1302
0	30006	1	1
0	30007	1	2
52552	0	0	0
0	3	1545	1545
0	2	1302	1302
0	30006	1	1
0	30007	1	2
52553	0	0	0
0	3	1545	1545
0	2	1302	1302
0	30019	1	2
0	30009	1	2
0	30006	1	1
0	30007	1	2
52554	0	0	0
0	3	1545	1545
0	2	1302	1302
0	30006	1	1
0	30007	1	2
52555	0	0	0
0	3	1545	1545
0	2	1302	1302
0	30006	1	1
0	30007	1	2
52556	0	0	0
0	3	1545	1545
0	2	1302	1302
0	30019	1	2
0	30009	1	2
0	30006	1	1
0	30007	1	2
52557	0	0	0
0	3	1545	1545
0	2	1302	1302
0	30006	1	1
0	30007	1	2
52558	0	0	0
0	3	1545	1545
0	2	1302	1302
0	30006	1	1
0	30007	1	2
52559	0	0	0
0	3	1545	1545
0	2	1302	1302
0	30019	1	2
0	30009	1	2
0	30006	1	1
0	30007	1	2
52560	0	0	0
0	3	1545	1545
0	2	1302	1302
0	30019	1	2
0	30009	1	2
0	30006	1	1
0	30007	1	2
52561	0	0	0
0	3	1545	1545
0	2	1302	1302
0	30001	1	1
0	30007	1	2
52562	0	0	0
0	3	1545	1545
0	2	1302	1302
0	30001	1	1
0	30007	1	2
52563	0	0	0
0	3	1545	1545
0	2	1302	1302
0	30006	1	1
0	30019	1	2
0	30009	1	2
0	30001	1	1
0	30007	1	2
52564	0	0	0
0	3	1545	1545
0	2	1302	1302
0	30001	1	1
0	30007	1	2
52565	0	0	0
0	3	1545	1545
0	2	1302	1302
0	30001	1	1
0	30007	1	2
52566	0	0	0
0	3	1545	1545
0	2	1302	1302
0	30006	1	1
0	30019	1	2
0	30009	1	2
0	30001	1	1
0	30007	1	2
52567	0	0	0
0	3	1545	1545
0	2	1302	1302
0	30001	1	1
0	30007	1	2
52568	0	0	0
0	3	1545	1545
0	2	1302	1302
0	30001	1	1
0	30007	1	2
52569	0	0	0
0	3	1545	1545
0	2	1302	1302
0	30006	1	1
0	30019	1	2
0	30009	1	2
0	30001	1	1
0	30007	1	2
52570	0	0	0
0	3	1545	1545
0	2	1302	1302
0	30006	1	1
0	30019	1	2
0	30009	1	2
0	30001	1	1
0	30007	1	2
52571	0	0	0
0	3	1545	1545
0	2	1302	1302
0	30001	1	1
0	30007	1	2
52572	0	0	0
0	3	1545	1545
0	2	1302	1302
0	30001	1	1
0	30007	1	2
52573	0	0	0
0	3	1545	1545
0	2	1302	1302
0	30006	1	1
0	30019	1	2
0	30009	1	2
0	30001	1	1
0	30007	1	2
52574	0	0	0
0	3	1545	1545
0	2	1302	1302
0	30001	1	1
0	30007	1	2
52575	0	0	0
0	3	1545	1545
0	2	1302	1302
0	30001	1	1
0	30007	1	2
52576	0	0	0
0	3	1545	1545
0	2	1302	1302
0	30006	1	1
0	30019	1	2
0	30009	1	2
0	30001	1	1
0	30007	1	2
52577	0	0	0
0	3	1545	1545
0	2	1302	1302
0	30001	1	1
0	30007	1	2
52578	0	0	0
0	3	1545	1545
0	2	1302	1302
0	30001	1	1
0	30007	1	2
52579	0	0	0
0	3	1545	1545
0	2	1302	1302
0	30006	1	1
0	30019	1	2
0	30009	1	2
0	30001	1	1
0	30007	1	2
52580	0	0	0
0	3	1545	1545
0	2	1302	1302
0	30006	1	1
0	30019	1	2
0	30009	1	2
0	30001	1	1
0	30007	1	2
52581	0	0	0
0	3	1545	1545
0	2	1302	1302
0	30006	1	1
0	30007	1	2
52582	0	0	0
0	3	1545	1545
0	2	1302	1302
0	30006	1	1
0	30007	1	2
52583	0	0	0
0	3	1545	1545
0	2	1302	1302
0	30019	1	2
0	30009	1	2
0	30006	1	1
0	30007	1	2
52584	0	0	0
0	3	1545	1545
0	2	1302	1302
0	30006	1	1
0	30007	1	2
52585	0	0	0
0	3	1545	1545
0	2	1302	1302
0	30006	1	1
0	30007	1	2
52586	0	0	0
0	3	1545	1545
0	2	1302	1302
0	30019	1	2
0	30009	1	2
0	30006	1	1
0	30007	1	2
52587	0	0	0
0	3	1545	1545
0	2	1302	1302
0	30006	1	1
0	30007	1	2
52588	0	0	0
0	3	1545	1545
0	2	1302	1302
0	30006	1	1
0	30007	1	2
52589	0	0	0
0	3	1545	1545
0	2	1302	1302
0	30019	1	2
0	30009	1	2
0	30006	1	1
0	30007	1	2
52590	0	0	0
0	3	1545	1545
0	2	1302	1302
0	30019	1	2
0	30009	1	2
0	30006	1	1
0	30007	1	2
52591	0	0	0
0	3	1545	1545
0	2	1302	1302
0	30001	1	1
0	30007	1	2
52592	0	0	0
0	3	1545	1545
0	2	1302	1302
0	30001	1	1
0	30007	1	2
52593	0	0	0
0	3	1545	1545
0	2	1302	1302
0	30006	1	1
0	30019	1	2
0	30009	1	2
0	30001	1	1
0	30007	1	2
52594	0	0	0
0	3	1545	1545
0	2	1302	1302
0	30001	1	1
0	30007	1	2
52595	0	0	0
0	3	1545	1545
0	2	1302	1302
0	30001	1	1
0	30007	1	2
52596	0	0	0
0	3	1545	1545
0	2	1302	1302
0	30006	1	1
0	30019	1	2
0	30009	1	2
0	30001	1	1
0	30007	1	2
52597	0	0	0
0	3	1545	1545
0	2	1302	1302
0	30001	1	1
0	30007	1	2
52598	0	0	0
0	3	1545	1545
0	2	1302	1302
0	30001	1	1
0	30007	1	2
52599	0	0	0
0	3	1545	1545
0	2	1302	1302
0	30006	1	1
0	30019	1	2
0	30009	1	2
0	30001	1	1
0	30007	1	2
52600	0	0	0
0	3	1545	1545
0	2	1302	1302
0	30006	1	1
0	30019	1	2
0	30009	1	2
0	30001	1	1
0	30007	1	2
50079	0	0	0
0	2	200000	200000
0	4	1000	1000
50080	0	0	0
0	2	100000	100000
0	4	800	800
50081	0	0	0
0	2	50000	50000
0	4	600	600
50082	0	0	0
0	2	30000	30000
0	4	500	500
50083	0	0	0
0	2	10000	10000
0	4	400	400
50084	0	0	0
0	2	5000	5000
0	4	300	300
50085	0	0	0
0	2	3000	3000
0	4	200	200
50086	0	0	0
0	2	2000	2000
0	4	100	100
50087	0	0	0
0	3	5	5
0	2	100	100
0	30006	1	1
0	30007	1	1
0	30009	1	1
0	30001	1	1
50088	0	0	0
0	3	10	10
0	2	200	200
0	30006	1	1
0	30007	1	1
0	30009	1	1
0	30001	1	1
50089	0	0	0
0	3	20	20
0	2	300	300
0	30006	1	1
0	30007	1	1
0	30009	1	1
0	30001	1	1
50090	0	0	0
0	3	40	40
0	2	500	500
0	30006	1	1
0	30007	1	1
0	30009	1	1
0	30001	1	1
50091	0	0	0
0	3	60	60
0	2	1000	1000
0	30006	1	1
0	30007	1	1
0	30009	1	1
0	30001	1	1
50092	0	0	0
0	3	100	100
0	2	2000	2000
0	30006	1	1
0	30007	1	1
0	30009	1	1
0	30001	1	1
50093	0	0	0
0	35010	1	1
0	35028	1	1
0	35046	1	1
50094	0	0	0
0	35001	1	1
0	35019	1	1
0	35037	1	1
50095	0	0	0
0	35055	1	1
0	35064	1	1
0	35073	1	1
50096	0	0	0
0	3	1000	1000
0	2	20000	20000
50097	0	0	0
0	3	500	500
0	2	10000	10000
50098	0	0	0
0	3	300	300
0	2	5000	5000
50099	0	0	0
0	4	50	50
50100	0	0	0
0	4	20	20
52601	0	0	0
0	3	50	50
0	2	28	28
52602	0	0	0
0	3	50	50
0	2	28	28
52603	0	0	0
0	3	50	50
0	2	28	28
52604	0	0	0
0	3	50	50
0	2	29	29
52605	0	0	0
0	3	50	50
0	2	29	29
52606	0	0	0
0	3	50	50
0	2	29	29
52607	0	0	0
0	3	50	50
0	2	30	30
52608	0	0	0
0	3	50	50
0	2	30	30
52609	0	0	0
0	3	50	50
0	2	30	30
52610	0	0	0
0	3	50	50
0	2	31	31
52611	0	0	0
0	3	50	50
0	2	31	31
52612	0	0	0
0	3	50	50
0	2	31	31
52613	0	0	0
0	3	50	50
0	2	32	32
52614	0	0	0
0	3	50	50
0	2	32	32
52615	0	0	0
0	3	50	50
0	2	32	32
52616	0	0	0
0	3	50	50
0	2	34	34
52617	0	0	0
0	3	50	50
0	2	34	34
52618	0	0	0
0	3	50	50
0	2	34	34
52619	0	0	0
0	3	50	50
0	2	35	35
52620	0	0	0
0	3	50	50
0	2	35	35
52621	0	0	0
0	3	50	50
0	2	35	35
52622	0	0	0
0	3	55	55
0	2	37	37
52623	0	0	0
0	3	55	55
0	2	37	37
52624	0	0	0
0	3	55	55
0	2	37	37
52625	0	0	0
0	3	70	70
0	2	38	38
52626	0	0	0
0	3	70	70
0	2	38	38
52627	0	0	0
0	3	70	70
0	2	38	38
52628	0	0	0
0	3	70	70
0	2	40	40
52629	0	0	0
0	3	72	72
0	2	40	40
52630	0	0	0
0	3	72	72
0	2	40	40
52631	0	0	0
0	3	72	72
0	2	42	42
52632	0	0	0
0	3	75	75
0	2	42	42
52633	0	0	0
0	3	75	75
0	2	42	42
52634	0	0	0
0	3	75	75
0	2	42	42
52635	0	0	0
0	3	75	75
0	2	44	44
52636	0	0	0
0	3	85	85
0	2	44	44
52637	0	0	0
0	3	85	85
0	2	44	44
52638	0	0	0
0	3	85	85
0	2	44	44
52639	0	0	0
0	3	85	85
0	2	45	45
52640	0	0	0
0	3	90	90
0	2	45	45
52641	0	0	0
0	3	90	90
0	2	45	45
52642	0	0	0
0	3	90	90
0	2	45	45
52643	0	0	0
0	3	90	90
0	2	48	48
52644	0	0	0
0	3	96	96
0	2	48	48
52645	0	0	0
0	3	96	96
0	2	48	48
52646	0	0	0
0	3	96	96
0	2	48	48
52647	0	0	0
0	3	96	96
0	2	50	50
52648	0	0	0
0	3	98	98
0	2	50	50
52649	0	0	0
0	3	98	98
0	2	50	50
52650	0	0	0
0	3	98	98
0	2	50	50
52651	0	0	0
0	3	100	100
0	2	52	52
52652	0	0	0
0	3	100	100
0	2	52	52
52653	0	0	0
0	3	100	100
0	2	52	52
52654	0	0	0
0	3	100	100
0	2	52	52
52655	0	0	0
0	3	105	105
0	2	54	54
52656	0	0	0
0	3	105	105
0	2	54	54
52657	0	0	0
0	3	105	105
0	2	54	54
52658	0	0	0
0	3	105	105
0	2	54	54
52659	0	0	0
0	3	114	114
0	2	56	56
52660	0	0	0
0	3	114	114
0	2	56	56
52661	0	0	0
0	3	114	114
0	2	56	56
52662	0	0	0
0	3	114	114
0	2	56	56
52663	0	0	0
0	3	120	120
0	2	59	59
52664	0	0	0
0	3	120	120
0	2	59	59
52665	0	0	0
0	3	120	120
0	2	59	59
52666	0	0	0
0	3	120	120
0	2	59	59
52667	0	0	0
0	3	125	125
0	2	62	62
52668	0	0	0
0	3	125	125
0	2	62	62
52669	0	0	0
0	3	125	125
0	2	62	62
52670	0	0	0
0	3	125	125
0	2	62	62
52671	0	0	0
0	3	132	132
0	2	65	65
52672	0	0	0
0	3	132	132
0	2	65	65
52673	0	0	0
0	3	132	132
0	2	65	65
52674	0	0	0
0	3	132	132
0	2	65	65
52675	0	0	0
0	3	135	135
0	2	68	68
52676	0	0	0
0	3	135	135
0	2	68	68
52677	0	0	0
0	3	135	135
0	2	68	68
52678	0	0	0
0	3	135	135
0	2	68	68
52679	0	0	0
0	3	140	140
0	2	71	71
52680	0	0	0
0	3	140	140
0	2	71	71
52681	0	0	0
0	3	140	140
0	2	71	71
52682	0	0	0
0	3	140	140
0	2	71	71
52683	0	0	0
0	3	150	150
0	2	74	74
52684	0	0	0
0	3	150	150
0	2	74	74
52685	0	0	0
0	3	150	150
0	2	74	74
52686	0	0	0
0	3	150	150
0	2	74	74
52687	0	0	0
0	3	155	155
0	2	78	78
52688	0	0	0
0	3	155	155
0	2	78	78
52689	0	0	0
0	3	155	155
0	2	78	78
52690	0	0	0
0	3	155	155
0	2	78	78
52691	0	0	0
0	3	156	156
0	2	81	81
52692	0	0	0
0	3	156	156
0	2	81	81
52693	0	0	0
0	3	156	156
0	2	81	81
52694	0	0	0
0	3	156	156
0	2	81	81
52695	0	0	0
0	3	170	170
0	2	85	85
52696	0	0	0
0	3	170	170
0	2	85	85
52697	0	0	0
0	3	170	170
0	2	85	85
52698	0	0	0
0	3	170	170
0	2	85	85
52699	0	0	0
0	3	173	173
0	2	89	89
52700	0	0	0
0	3	173	173
0	2	89	89
52701	0	0	0
0	3	173	173
0	2	89	89
52702	0	0	0
0	3	173	173
0	2	89	89
52703	0	0	0
0	3	174	174
0	2	89	89
52704	0	0	0
0	3	174	174
0	2	89	89
52705	0	0	0
0	3	174	174
0	2	89	89
52706	0	0	0
0	3	174	174
0	2	89	89
52707	0	0	0
0	3	175	175
0	2	93	93
52708	0	0	0
0	3	175	175
0	2	93	93
52709	0	0	0
0	3	175	175
0	2	93	93
52710	0	0	0
0	3	175	175
0	2	93	93
52711	0	0	0
0	3	185	185
0	2	93	93
52712	0	0	0
0	3	185	185
0	2	93	93
52713	0	0	0
0	3	185	185
0	2	93	93
52714	0	0	0
0	3	185	185
0	2	93	93
52715	0	0	0
0	3	190	190
0	2	93	93
52716	0	0	0
0	3	190	190
0	2	93	93
52717	0	0	0
0	3	190	190
0	2	93	93
52718	0	0	0
0	3	190	190
0	2	93	93
52719	0	0	0
0	3	192	192
0	2	93	93
52720	0	0	0
0	3	192	192
0	2	93	93
52721	0	0	0
0	3	192	192
0	2	93	93
52722	0	0	0
0	3	192	192
0	2	93	93
52723	0	0	0
0	3	200	200
0	2	96	96
52724	0	0	0
0	3	200	200
0	2	96	96
52725	0	0	0
0	3	200	200
0	2	96	96
52726	0	0	0
0	3	200	200
0	2	96	96
52727	0	0	0
0	3	205	205
0	2	96	96
52728	0	0	0
0	3	205	205
0	2	96	96
52729	0	0	0
0	3	205	205
0	2	96	96
52730	0	0	0
0	3	205	205
0	2	96	96
52731	0	0	0
0	3	216	216
0	2	97	97
52732	0	0	0
0	3	216	216
0	2	97	97
52733	0	0	0
0	3	216	216
0	2	97	97
52734	0	0	0
0	3	216	216
0	2	97	97
52735	0	0	0
0	3	220	220
0	2	101	101
52736	0	0	0
0	3	220	220
0	2	101	101
52737	0	0	0
0	3	220	220
0	2	101	101
52738	0	0	0
0	3	220	220
0	2	101	101
52739	0	0	0
0	3	225	225
0	2	107	107
52740	0	0	0
0	3	225	225
0	2	107	107
52741	0	0	0
0	3	225	225
0	2	107	107
52742	0	0	0
0	3	225	225
0	2	107	107
52743	0	0	0
0	3	234	234
0	2	107	107
52744	0	0	0
0	3	234	234
0	2	107	107
52745	0	0	0
0	3	234	234
0	2	107	107
52746	0	0	0
0	3	234	234
0	2	107	107
52747	0	0	0
0	3	235	235
0	2	107	107
52748	0	0	0
0	3	235	235
0	2	107	107
52749	0	0	0
0	3	235	235
0	2	107	107
52750	0	0	0
0	3	235	235
0	2	107	107
52751	0	0	0
0	3	240	240
0	2	112	112
52752	0	0	0
0	3	240	240
0	2	112	112
52753	0	0	0
0	3	240	240
0	2	112	112
52754	0	0	0
0	3	240	240
0	2	112	112
52755	0	0	0
0	3	248	248
0	2	112	112
52756	0	0	0
0	3	248	248
0	2	112	112
52757	0	0	0
0	3	248	248
0	2	112	112
52758	0	0	0
0	3	248	248
0	2	112	112
52759	0	0	0
0	3	250	250
0	2	112	112
52760	0	0	0
0	3	250	250
0	2	112	112
52761	0	0	0
0	3	250	250
0	2	112	112
52762	0	0	0
0	3	250	250
0	2	112	112
52763	0	0	0
0	3	252	252
0	2	112	112
52764	0	0	0
0	3	252	252
0	2	112	112
52765	0	0	0
0	3	252	252
0	2	112	112
52766	0	0	0
0	3	252	252
0	2	112	112
52767	0	0	0
0	3	255	255
0	2	112	112
52768	0	0	0
0	3	255	255
0	2	112	112
52769	0	0	0
0	3	255	255
0	2	112	112
52770	0	0	0
0	3	255	255
0	2	112	112
52771	0	0	0
0	3	270	270
0	2	117	117
52772	0	0	0
0	3	270	270
0	2	117	117
52773	0	0	0
0	3	270	270
0	2	117	117
52774	0	0	0
0	3	270	270
0	2	117	117
52775	0	0	0
0	3	270	270
0	2	117	117
52776	0	0	0
0	3	275	275
0	2	117	117
52777	0	0	0
0	3	275	275
0	2	117	117
52778	0	0	0
0	3	275	275
0	2	117	117
52779	0	0	0
0	3	275	275
0	2	117	117
52780	0	0	0
0	3	275	275
0	2	117	117
52781	0	0	0
0	3	276	276
0	2	128	128
52782	0	0	0
0	3	276	276
0	2	128	128
52783	0	0	0
0	3	276	276
0	2	128	128
52784	0	0	0
0	3	276	276
0	2	128	128
52785	0	0	0
0	3	285	285
0	2	128	128
52786	0	0	0
0	3	285	285
0	2	128	128
52787	0	0	0
0	3	285	285
0	2	128	128
52788	0	0	0
0	3	285	285
0	2	128	128
52789	0	0	0
0	3	285	285
0	2	128	128
52790	0	0	0
0	3	290	290
0	2	128	128
52791	0	0	0
0	3	290	290
0	2	132	132
52792	0	0	0
0	3	290	290
0	2	132	132
52793	0	0	0
0	3	290	290
0	2	132	132
52794	0	0	0
0	3	290	290
0	2	132	132
52795	0	0	0
0	3	294	294
0	2	132	132
52796	0	0	0
0	3	294	294
0	2	132	132
52797	0	0	0
0	3	294	294
0	2	132	132
52798	0	0	0
0	3	294	294
0	2	132	132
52799	0	0	0
0	3	300	300
0	2	132	132
52800	0	0	0
0	3	300	300
0	2	132	132
52801	0	0	0
0	3	300	300
0	2	132	132
52802	0	0	0
0	3	300	300
0	2	132	132
52803	0	0	0
0	3	300	300
0	2	132	132
52804	0	0	0
0	3	305	305
0	2	132	132
52805	0	0	0
0	3	305	305
0	2	132	132
52806	0	0	0
0	3	305	305
0	2	132	132
52807	0	0	0
0	3	305	305
0	2	132	132
52808	0	0	0
0	3	305	305
0	2	132	132
52809	0	0	0
0	3	312	312
0	2	132	132
52810	0	0	0
0	3	312	312
0	2	132	132
52811	0	0	0
0	3	312	312
0	2	139	139
52812	0	0	0
0	3	312	312
0	2	139	139
52813	0	0	0
0	3	320	320
0	2	139	139
52814	0	0	0
0	3	320	320
0	2	139	139
52815	0	0	0
0	3	320	320
0	2	139	139
52816	0	0	0
0	3	320	320
0	2	139	139
52817	0	0	0
0	3	320	320
0	2	139	139
52818	0	0	0
0	3	323	323
0	2	139	139
52819	0	0	0
0	3	323	323
0	2	139	139
52820	0	0	0
0	3	323	323
0	2	139	139
52821	0	0	0
0	3	323	323
0	2	139	139
52822	0	0	0
0	3	325	325
0	2	139	139
52823	0	0	0
0	3	325	325
0	2	139	139
52824	0	0	0
0	3	325	325
0	2	139	139
52825	0	0	0
0	3	325	325
0	2	139	139
52826	0	0	0
0	3	325	325
0	2	139	139
52827	0	0	0
0	3	335	335
0	2	139	139
52828	0	0	0
0	3	335	335
0	2	139	139
52829	0	0	0
0	3	335	335
0	2	139	139
52830	0	0	0
0	3	335	335
0	2	139	139
52831	0	0	0
0	3	335	335
0	2	145	145
52832	0	0	0
0	3	336	336
0	2	145	145
52833	0	0	0
0	3	336	336
0	2	145	145
52834	0	0	0
0	3	336	336
0	2	145	145
52835	0	0	0
0	3	336	336
0	2	145	145
52836	0	0	0
0	3	336	336
0	2	152	152
52837	0	0	0
0	3	340	340
0	2	152	152
52838	0	0	0
0	3	340	340
0	2	152	152
52839	0	0	0
0	3	340	340
0	2	152	152
52840	0	0	0
0	3	340	340
0	2	152	152
52841	0	0	0
0	3	340	340
0	2	152	152
52842	0	0	0
0	3	350	350
0	2	152	152
52843	0	0	0
0	3	350	350
0	2	152	152
52844	0	0	0
0	3	350	350
0	2	152	152
52845	0	0	0
0	3	350	350
0	2	152	152
52846	0	0	0
0	3	350	350
0	2	152	152
52847	0	0	0
0	3	354	354
0	2	152	152
52848	0	0	0
0	3	354	354
0	2	152	152
52849	0	0	0
0	3	354	354
0	2	152	152
52850	0	0	0
0	3	354	354
0	2	152	152
52851	0	0	0
0	3	354	354
0	2	152	152
52852	0	0	0
0	3	355	355
0	2	152	152
52853	0	0	0
0	3	355	355
0	2	152	152
52854	0	0	0
0	3	355	355
0	2	152	152
52855	0	0	0
0	3	355	355
0	2	152	152
52856	0	0	0
0	3	355	355
0	2	153	153
52857	0	0	0
0	3	370	370
0	2	153	153
52858	0	0	0
0	3	370	370
0	2	153	153
52859	0	0	0
0	3	370	370
0	2	153	153
52860	0	0	0
0	3	370	370
0	2	153	153
52861	0	0	0
0	3	370	370
0	2	161	161
52862	0	0	0
0	3	372	372
0	2	161	161
52863	0	0	0
0	3	372	372
0	2	161	161
52864	0	0	0
0	3	372	372
0	2	161	161
52865	0	0	0
0	3	372	372
0	2	161	161
52866	0	0	0
0	3	372	372
0	2	169	169
52867	0	0	0
0	3	375	375
0	2	169	169
52868	0	0	0
0	3	375	375
0	2	169	169
52869	0	0	0
0	3	375	375
0	2	169	169
52870	0	0	0
0	3	375	375
0	2	169	169
52871	0	0	0
0	3	375	375
0	2	177	177
52872	0	0	0
0	3	385	385
0	2	177	177
52873	0	0	0
0	3	385	385
0	2	177	177
52874	0	0	0
0	3	385	385
0	2	177	177
52875	0	0	0
0	3	385	385
0	2	177	177
52876	0	0	0
0	3	385	385
0	2	186	186
52877	0	0	0
0	3	390	390
0	2	186	186
52878	0	0	0
0	3	390	390
0	2	186	186
52879	0	0	0
0	3	390	390
0	2	186	186
52880	0	0	0
0	3	390	390
0	2	186	186
52881	0	0	0
0	3	390	390
0	2	195	195
52882	0	0	0
0	3	396	396
0	2	195	195
52883	0	0	0
0	3	396	396
0	2	195	195
52884	0	0	0
0	3	396	396
0	2	195	195
52885	0	0	0
0	3	396	396
0	2	195	195
52886	0	0	0
0	3	396	396
0	2	205	205
52887	0	0	0
0	3	398	398
0	2	205	205
52888	0	0	0
0	3	398	398
0	2	205	205
52889	0	0	0
0	3	398	398
0	2	205	205
52890	0	0	0
0	3	398	398
0	2	205	205
