编号	设计类型	开启	名称	描述	头像	全身像	卡牌形象	序列帧	星级	品质	等级	类别	类型	生命	攻击	攻速	攻距Min	攻距	速度	人口	生命up	攻击up	技能名称	普通攻击	技能攻击	技能攻击2	技能攻击3	技能CD	普通攻击伤害系数	技能1伤害系数	技能2伤害系数	技能3伤害系数	技能图标	技能品质	长度	宽度	是否能转生	升星等级	获取方式	资质	仇恨范围X(单位：格子)	仇恨范围Y(单位：格子)					
5195	410	1	丁原	无	5155	5155	5155	5155	3	0	1	2	2	13735	2224	100	0	1	300	10	2107	156	初级漫天花舞	55350	60010	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	3	15	5					
5196	411	1	公孙越	无	5155	5155	5155	5155	3	0	1	2	2	18066	1880	100	0	1	300	10	1944	161	初级大地狂啸	55351	60013	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	3	15	5					
5197	412	1	公孙渊	无	5147	5147	5147	5147	3	0	1	2	3	18258	1826	50	0	12	300	10	2407	195	初级天罡拳	55352	60016	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	3	15	5					
5198	413	1	公孙康	无	5147	5147	5147	5147	3	0	1	2	3	14247	1852	50	0	12	300	10	2508	199	初级冰天雪地	55353	60007	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	3	15	5					
5199	414	1	公孙续	无	5149	5149	5149	5149	3	0	1	2	2	21047	1494	100	0	1	300	10	2354	167	初级漫天花舞	55354	60010	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	3	15	5					
5200	415	1	公孙度	无	5149	5149	5149	5149	3	0	1	2	2	20669	1854	100	0	1	300	10	2299	124	初级大地狂啸	55355	60013	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	3	15	5					
5201	416	1	公孙范	无	5151	5151	5151	5151	3	0	1	2	1	15021	2294	100	0	2	300	10	1753	185	初级天罡拳	55356	60016	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	3	15	5					
5202	417	1	袁尚	无	5151	5151	5151	5151	3	0	1	2	1	17482	1576	100	0	2	300	10	1639	196	初级冰天雪地	55357	60007	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	3	15	5					
5203	418	1	陈应	无	5153	5153	5153	5153	3	0	1	2	2	20372	2098	100	0	1	300	10	2180	101	初级漫天花舞	55358	60010	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	3	15	5					
5204	419	1	鲍隆	无	5153	5153	5153	5153	3	0	1	2	2	21795	2216	100	0	1	300	10	1798	107	初级大地狂啸	55359	60013	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	3	15	5					
5205	420	1	邢道荣	无	5155	5155	5155	5155	3	0	1	2	2	19473	1766	100	0	1	300	10	2344	104	初级天罡拳	55360	60016	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	3	15	5					
5206	421	1	吴景	无	5155	5155	5155	5155	3	0	1	2	2	19153	1922	100	0	1	300	10	2549	101	初级冰天雪地	55361	60007	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	3	15	5					
5207	422	1	朱然	无	5147	5147	5147	5147	3	0	1	2	3	17902	2202	50	0	12	300	10	2527	187	初级漫天花舞	55362	60010	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	3	15	5					
5208	423	1	祖茂	无	5147	5147	5147	5147	3	0	1	2	3	21748	2238	50	0	12	300	10	2506	167	初级大地狂啸	55363	60013	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	3	15	5					
5209	424	1	孙异	无	5149	5149	5149	5149	3	0	1	2	2	18774	1604	100	0	1	300	10	2602	164	初级天罡拳	55364	60016	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	3	15	5					
5210	425	1	孙桓	无	5149	5149	5149	5149	3	0	1	2	2	14975	1664	100	0	1	300	10	2152	130	初级冰天雪地	55365	60007	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	3	15	5					
5211	426	1	孙皎	无	5151	5151	5151	5151	3	0	1	2	1	15798	1970	100	0	2	300	10	2065	152	初级漫天花舞	55366	60010	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	3	15	5					
5212	427	1	孙峻	无	5151	5151	5151	5151	3	0	1	2	1	16394	1550	100	0	2	300	10	1726	192	初级大地狂啸	55367	60013	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	3	15	5					
5213	428	1	孙韶	无	5153	5153	5153	5153	3	0	1	2	2	17247	1688	100	0	1	300	10	2566	162	初级天罡拳	55368	60016	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	3	15	5					
5214	429	1	孙震	无	5153	5153	5153	5153	3	0	1	2	2	19266	1758	100	0	1	300	10	1795	169	初级冰天雪地	55369	60007	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	3	15	5					
5215	430	1	孙瑜	无	5155	5155	5155	5155	3	0	1	2	2	21239	2256	100	0	1	300	10	1944	113	初级漫天花舞	55370	60010	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	3	15	5					
5216	431	1	孙翊	无	5155	5155	5155	5155	3	0	1	2	2	20214	1834	100	0	1	300	10	2500	142	初级大地狂啸	55371	60013	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	3	15	5					
5217	432	1	刘盘	无	5147	5147	5147	5147	3	0	1	2	3	19818	2006	50	0	12	300	10	2258	144	初级天罡拳	55372	60016	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	3	15	5					
5218	433	1	黄祖	无	5147	5147	5147	5147	3	0	1	2	3	13802	1820	50	0	12	300	10	1987	162	初级冰天雪地	55373	60007	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	3	15	5					
5219	434	1	张允	无	5149	5149	5149	5149	3	0	1	2	2	13540	1972	100	0	1	300	10	2106	162	初级漫天花舞	55374	60010	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	3	15	5					
5220	435	1	张济	无	5149	5149	5149	5149	3	0	1	2	2	14390	1926	100	0	1	300	10	2386	168	初级大地狂啸	55375	60013	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	3	15	5					
5221	436	1	张绣	无	5151	5151	5151	5151	3	0	1	2	1	14941	1950	100	0	2	300	10	1955	166	初级天罡拳	55376	60016	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	3	15	5					
5222	437	1	王颀	无	5151	5151	5151	5151	3	0	1	2	1	22324	2266	100	0	2	300	10	1621	196	初级冰天雪地	55377	60007	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	3	15	5					
5223	438	1	牵弘	无	5153	5153	5153	5153	3	0	1	2	2	14873	1712	100	0	1	300	10	2249	127	初级漫天花舞	55378	60010	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	3	15	5					
5224	439	1	师纂	无	5153	5153	5153	5153	3	0	1	2	2	20997	1886	100	0	1	300	10	1927	138	初级大地狂啸	55379	60013	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	3	15	5					
5225	440	1	邓忠	无	5155	5155	5155	5155	3	0	1	2	2	19191	1606	100	0	1	300	10	1708	148	初级天罡拳	55380	60016	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	3	15	5					
5226	441	1	诸葛尚	无	5155	5155	5155	5155	3	0	1	2	2	16506	2004	100	0	1	300	10	2572	107	初级冰天雪地	55381	60007	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	3	15	5					
5227	442	1	赵广	无	5147	5147	5147	5147	3	0	1	2	3	19828	1720	50	0	12	300	10	2180	127	初级漫天花舞	55382	60010	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	3	15	5					
5228	443	1	张遵	无	5147	5147	5147	5147	3	0	1	2	3	20019	2214	50	0	12	300	10	1758	170	初级大地狂啸	55383	60013	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	3	15	5					
5229	444	1	赵统	无	5149	5149	5149	5149	3	0	1	2	2	16028	1610	100	0	1	300	10	2065	130	初级天罡拳	55384	60016	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	3	15	5					
5230	445	1	刘封	无	5149	5149	5149	5149	3	0	1	2	2	22445	2360	100	0	1	300	10	2324	103	初级冰天雪地	55385	60007	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	3	15	5					
5231	446	1	张卫	无	5151	5151	5151	5151	3	0	1	2	1	19289	1906	100	0	2	300	10	1697	191	初级漫天花舞	55386	60010	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	3	15	5					
5232	447	1	杨昂	无	5151	5151	5151	5151	3	0	1	2	1	17801	2164	100	0	2	300	10	1688	148	初级大地狂啸	55387	60013	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	3	15	5					
5233	448	1	杨任	无	5153	5153	5153	5153	3	0	1	2	2	17267	1428	100	0	1	300	10	1680	173	初级天罡拳	55388	60016	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	3	15	5					
5234	449	1	夏侯威	无	5153	5153	5153	5153	3	0	1	2	2	18728	2204	100	0	1	300	10	2230	112	初级冰天雪地	55389	60007	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	3	15	5					
5235	450	1	夏侯恩	无	5155	5155	5155	5155	3	0	1	2	2	20760	2344	100	0	1	300	10	2456	169	初级漫天花舞	55390	60010	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	3	15	5					
5236	451	1	夏侯尚	无	5155	5155	5155	5155	3	0	1	2	2	18823	1726	100	0	1	300	10	2558	103	初级大地狂啸	55391	60013	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	3	15	5					
5237	452	1	夏侯德	无	5151	5151	5151	5151	3	0	1	2	1	21627	1858	100	0	2	300	10	1343	194	初级天罡拳	55392	60016	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	3	15	5					
5238	453	1	曹休	无	5151	5151	5151	5151	3	0	1	2	1	21624	1464	100	0	2	300	10	1946	140	初级冰天雪地	55393	60007	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	3	15	5					
5239	454	1	曹昂	无	5153	5153	5153	5153	3	0	1	2	2	13806	2354	100	0	1	300	10	2189	101	初级漫天花舞	55394	60010	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	3	15	5					
5240	455	1	曹纯	无	5153	5153	5153	5153	3	0	1	2	2	16080	1574	100	0	1	300	10	1885	134	初级大地狂啸	55395	60013	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	3	15	5					
5241	456	1	皇甫嵩	无	5155	5155	5155	5155	3	0	1	2	2	16886	2198	100	0	1	300	10	1681	158	初级天罡拳	55396	60016	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	3	15	5					
5242	457	1	朱儁	无	5155	5155	5155	5155	3	0	1	2	2	18646	1566	100	0	1	300	10	2573	149	初级冰天雪地	55397	60007	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	3	15	5					
5243	458	1	周旨	无	5147	5147	5147	5147	3	0	1	2	3	17339	2394	50	0	12	300	10	2081	151	初级漫天花舞	55398	60010	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	3	15	5					
5244	201	1	韦昭	无	5086	5086	5086	5086	1	3	1	2	1	31653	3762	100	0	2	300	10	2880	268	初级冰天雪地	55399	60007	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	4	15	5					
5245	202	1	尹赏	无	5086	5086	5086	5086	1	3	1	2	1	24976	2949	100	0	2	300	10	2746	286	初级漫天花舞	55400	60010	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	4	15	5					
5246	203	1	尹大目	无	5088	5088	5088	5088	1	3	1	2	3	28888	2965	50	0	12	300	10	3459	228	初级大地狂啸	55401	60013	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	4	15	5					
5247	204	1	尹默	无	5088	5088	5088	5088	1	3	1	2	3	35368	3622	50	0	12	300	10	2437	234	初级天罡拳	55402	60016	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	4	15	5					
5248	205	1	于诠	无	5090	5090	5090	5090	1	3	1	2	3	28248	2520	50	0	12	300	10	2761	253	初级冰天雪地	55403	60007	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	4	15	5					
5249	206	1	阎宇	无	5090	5090	5090	5090	1	3	1	2	3	30690	2646	50	0	12	300	10	3726	163	初级漫天花舞	55404	60010	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	4	15	5					
5250	207	1	袁涣	无	5092	5092	5092	5092	1	3	1	2	2	35296	2728	100	0	1	300	10	2701	252	初级大地狂啸	55405	60013	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	4	15	5					
5251	208	1	王威	无	5092	5092	5092	5092	1	3	1	2	2	33949	3135	100	0	1	300	10	3597	208	初级天罡拳	55406	60016	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	4	15	5					
5252	209	1	王異	无	5094	5094	5094	5094	1	3	1	2	3	31725	2550	50	0	12	300	10	3483	223	初级冰天雪地	55407	60007	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	4	15	5					
5253	210	1	王基	无	5094	5094	5094	5094	1	3	1	2	3	30693	3408	50	0	12	300	10	3043	277	初级漫天花舞	55408	60010	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	4	15	5					
5254	211	1	王业	无	5086	5086	5086	5086	1	3	1	2	1	32512	3609	100	0	2	300	10	2806	228	初级大地狂啸	55409	60013	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	4	15	5					
5255	212	1	王经	无	5086	5086	5086	5086	1	3	1	2	1	24367	3135	100	0	2	300	10	2965	268	初级天罡拳	55410	60016	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	4	15	5					
5256	213	1	王伉	无	5088	5088	5088	5088	1	3	1	2	3	33588	3718	50	0	12	300	10	2670	282	初级冰天雪地	55411	60007	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	4	15	5					
5257	214	1	王浑	无	5088	5088	5088	5088	1	3	1	2	3	26263	2379	50	0	12	300	10	2710	243	初级漫天花舞	55412	60010	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	4	15	5					
5258	215	1	王粲	无	5090	5090	5090	5090	1	3	1	2	3	31471	2640	50	0	12	300	10	2958	256	初级大地狂啸	55413	60013	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	4	15	5					
5259	216	1	王戎	无	5090	5090	5090	5090	1	3	1	2	3	30354	3576	50	0	12	300	10	3108	291	初级天罡拳	55414	60016	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	4	15	5					
5260	217	1	王濬	无	5092	5092	5092	5092	1	3	1	2	2	27309	3498	100	0	1	300	10	3160	157	初级冰天雪地	55415	60007	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	4	15	5					
5261	218	1	王祥	无	5092	5092	5092	5092	1	3	1	2	2	38316	4271	100	0	1	300	10	3270	171	初级漫天花舞	55416	60010	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	4	15	5					
5262	219	1	桓範	无	5094	5094	5094	5094	1	3	1	2	3	33379	2415	50	0	12	300	10	2979	288	初级大地狂啸	55417	60013	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	4	15	5					
5263	220	1	王双	无	5094	5094	5094	5094	1	3	1	2	3	33886	3102	50	0	12	300	10	3708	283	初级天罡拳	55418	60016	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	4	15	5					
5264	221	1	王忠	无	5086	5086	5086	5086	1	3	1	2	1	26418	3028	100	0	2	300	10	2892	226	初级冰天雪地	55419	60007	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	4	15	5					
5265	222	1	王昶	无	5086	5086	5086	5086	1	3	1	2	1	39348	2961	100	0	2	300	10	2451	225	初级漫天花舞	55420	60010	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	4	15	5					
5266	223	1	王韬	无	5088	5088	5088	5088	1	3	1	2	3	35610	3702	50	0	12	300	10	3531	249	初级大地狂啸	55421	60013	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	4	15	5					
5267	224	1	王惇	无	5088	5088	5088	5088	1	3	1	2	3	34336	2923	50	0	12	300	10	3339	261	初级天罡拳	55422	60016	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	4	15	5					
5268	225	1	王甫	无	5090	5090	5090	5090	1	3	1	2	3	34057	3111	50	0	12	300	10	3703	276	初级冰天雪地	55423	60007	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	4	15	5					
5269	226	1	王淩	无	5090	5090	5090	5090	1	3	1	2	3	27387	2379	50	0	12	300	10	3664	258	初级漫天花舞	55424	60010	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	4	15	5					
5270	227	1	温恢	无	5092	5092	5092	5092	1	3	1	2	2	33999	3762	100	0	1	300	10	2412	223	初级大地狂啸	55425	60013	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	4	15	5					
5271	228	1	贾华	无	5092	5092	5092	5092	1	3	1	2	2	27420	3372	100	0	1	300	10	3598	186	初级天罡拳	55426	60016	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	4	15	5					
5272	229	1	华覈	无	5094	5094	5094	5094	1	3	1	2	3	24421	3520	50	0	12	300	10	2499	286	初级冰天雪地	55427	60007	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	4	15	5					
5273	230	1	贾逵	无	5094	5094	5094	5094	1	3	1	2	3	31251	3666	50	0	12	300	10	2508	223	初级漫天花舞	55428	60010	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	4	15	5					
5274	231	1	郭奕	无	5086	5086	5086	5086	1	3	1	2	1	23437	2860	100	0	2	300	10	2895	252	初级大地狂啸	55429	60013	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	4	15	5					
5275	232	1	郭援	无	5086	5086	5086	5086	1	3	1	2	1	28497	2329	100	0	2	300	10	2896	283	初级天罡拳	55430	60016	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	4	15	5					
5276	233	1	霍峻	无	5088	5088	5088	5088	1	3	1	2	3	35799	3685	50	0	12	300	10	2806	249	初级冰天雪地	55431	60007	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	4	15	5					
5277	234	1	戏志才	无	5088	5088	5088	5088	1	3	1	2	3	26016	3460	50	0	12	300	10	3043	208	初级漫天花舞	55432	60010	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	4	15	5					
5278	235	1	魏邈	无	5090	5090	5090	5090	1	3	1	2	3	27426	3589	50	0	12	300	10	2250	217	初级大地狂啸	55433	60013	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	4	15	5					
5279	236	1	郭马	无	5090	5090	5090	5090	1	3	1	2	3	26430	2569	50	0	12	300	10	2404	204	初级天罡拳	55434	60016	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	4	15	5					
5280	237	1	郭攸之	无	5092	5092	5092	5092	1	3	1	2	2	27403	3895	100	0	1	300	10	3416	174	初级冰天雪地	55435	60007	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	4	15	5					
5281	238	1	霍弋	无	5092	5092	5092	5092	1	3	1	2	2	33250	3157	100	0	1	300	10	3217	208	初级漫天花舞	55436	60010	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	4	15	5					
5282	239	1	夏侯令女	无	5094	5094	5094	5094	1	3	1	2	3	35079	3303	50	0	12	300	10	3114	238	初级大地狂啸	55437	60013	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	4	15	5					
5283	240	1	何植	无	5094	5094	5094	5094	1	3	1	2	3	28779	3061	50	0	12	300	10	2455	223	初级天罡拳	55438	60016	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	4	15	5					
5284	241	1	贺齐	无	5086	5086	5086	5086	1	3	1	2	1	36441	4069	100	0	2	300	10	2469	257	初级冰天雪地	55439	60007	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	4	15	5					
5285	242	1	桓阶	无	5086	5086	5086	5086	1	3	1	2	1	28863	3609	100	0	2	300	10	1930	276	初级漫天花舞	55440	60010	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	4	15	5					
5286	243	1	韩嵩	无	5088	5088	5088	5088	1	3	1	2	3	29572	3273	50	0	12	300	10	2602	286	初级大地狂啸	55441	60013	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	4	15	5					
5287	244	1	韩德	无	5088	5088	5088	5088	1	3	1	2	3	36316	4033	50	0	12	300	10	2739	212	初级天罡拳	55442	60016	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	4	15	5					
5288	245	1	魏讽	无	5090	5090	5090	5090	1	3	1	2	3	34098	2415	50	0	12	300	10	3027	288	初级冰天雪地	55443	60007	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	4	15	5					
5289	246	1	朱灵	无	5090	5090	5090	5090	1	3	1	2	3	27264	2962	50	0	12	300	10	2706	273	初级漫天花舞	55444	60010	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	4	15	5					
5290	247	1	郤正	无	5092	5092	5092	5092	1	3	1	2	2	22944	3031	100	0	1	300	10	3058	202	初级大地狂啸	55445	60013	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	4	15	5					
5291	248	1	严畯	无	5092	5092	5092	5092	1	3	1	2	2	33991	4573	100	0	1	300	10	3063	174	初级天罡拳	55446	60016	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	4	15	5					
5292	249	1	牵招	无	5094	5094	5094	5094	1	3	1	2	3	22831	3850	50	0	12	300	10	3481	183	初级冰天雪地	55447	60007	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	4	15	5					
5293	250	1	黄皓	无	5094	5094	5094	5094	1	3	1	2	3	23793	2668	50	0	12	300	10	2899	223	初级漫天花舞	55448	60010	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	4	15	5					
5294	251	1	高翔	无	5086	5086	5086	5086	1	3	1	2	1	34596	3652	100	0	2	300	10	2629	277	初级大地狂啸	55449	60013	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	4	15	5					
5295	252	1	高堂隆	无	5086	5086	5086	5086	1	3	1	2	1	32328	2866	100	0	2	300	10	2856	207	初级天罡拳	55450	60016	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	4	15	5					
5296	253	1	高沛	无	5088	5088	5088	5088	1	3	1	2	3	27624	2880	50	0	12	300	10	2635	211	初级冰天雪地	55451	60007	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	4	15	5					
5297	254	1	伍延	无	5088	5088	5088	5088	1	3	1	2	3	22614	3523	50	0	12	300	10	3019	249	初级漫天花舞	55452	60010	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	4	15	5					
5298	255	1	吴巨	无	5090	5090	5090	5090	1	3	1	2	3	34132	3438	50	0	12	300	10	3058	199	初级大地狂啸	55453	60013	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	4	15	5					
5299	256	1	国渊	无	5090	5090	5090	5090	1	3	1	2	3	36214	3922	50	0	12	300	10	3217	291	初级天罡拳	55454	60016	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	4	15	5					
5300	257	1	吾彦	无	5092	5092	5092	5092	1	3	1	2	2	27765	3141	100	0	1	300	10	3604	217	初级冰天雪地	55455	60007	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	4	15	5					
5301	258	1	胡济	无	5092	5092	5092	5092	1	3	1	2	2	33504	3550	100	0	1	300	10	3688	189	初级漫天花舞	55456	60010	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	4	15	5					
5302	259	1	吾粲	无	5094	5094	5094	5094	1	3	1	2	3	32113	2959	50	0	12	300	10	2613	177	初级大地狂啸	55457	60013	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	4	15	5					
5303	260	1	胡质	无	5094	5094	5094	5094	1	3	1	2	3	34594	2517	50	0	12	300	10	3637	232	初级天罡拳	55458	60016	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	4	15	5					
5304	261	1	吴质	无	5092	5092	5092	5092	1	3	1	2	2	26962	2937	100	0	1	300	10	3051	221	初级冰天雪地	55459	60007	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	4	15	5					
5305	262	1	胡遵	无	5147	5147	5147	5147	1	3	1	2	3	26644	3583	50	0	12	300	10	2562	264	初级漫天花舞	55460	60010	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	4	15	5					
5306	263	1	顾谭	无	5147	5147	5147	5147	1	3	1	2	3	26823	3229	50	0	12	300	10	2824	256	初级大地狂啸	55461	60013	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	4	15	5					
5307	264	1	胡班	无	5149	5149	5149	5149	1	3	1	2	2	30183	3526	100	0	1	300	10	2367	201	初级天罡拳	55462	60016	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	4	15	5					
5308	265	1	胡奋	无	5149	5149	5149	5149	1	3	1	2	2	32416	3025	100	0	1	300	10	2469	217	初级冰天雪地	55463	60007	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	4	15	5					
5309	266	1	顾雍	无	5151	5151	5151	5151	1	3	1	2	1	39410	4695	100	0	2	300	10	3035	287	初级漫天花舞	55464	60010	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	4	15	5					
5310	267	1	吴兰	无	5151	5151	5151	5151	1	3	1	2	1	34701	3556	100	0	2	300	10	2725	256	初级大地狂啸	55465	60013	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	4	15	5					
5311	268	1	崔琰	无	5153	5153	5153	5153	1	3	1	2	2	28086	3781	100	0	1	300	10	2296	205	初级天罡拳	55466	60016	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	4	15	5					
5312	269	1	蔡琰	无	5153	5153	5153	5153	1	3	1	2	2	26130	2689	100	0	1	300	10	3495	217	初级冰天雪地	55467	60007	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	4	15	5					
5313	270	1	崔林	无	5155	5155	5155	5155	1	3	1	2	2	36160	2874	100	0	1	300	10	2380	190	初级漫天花舞	55468	60010	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	4	15	5					
5314	271	1	左奕	无	5155	5155	5155	5155	1	3	1	2	2	29446	2910	100	0	1	300	10	2517	222	初级大地狂啸	55469	60013	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	4	15	5					
5315	272	1	施朔	无	5147	5147	5147	5147	1	3	1	2	3	22648	2706	50	0	12	300	10	3009	228	初级天罡拳	55470	60016	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	4	15	5					
5316	273	1	谢旌	无	5147	5147	5147	5147	1	3	1	2	3	37023	3229	50	0	12	300	10	2250	232	初级冰天雪地	55471	60007	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	4	15	5					
5317	274	1	车冑	无	5149	5149	5149	5149	1	3	1	2	2	31815	3642	100	0	1	300	10	3499	153	初级漫天花舞	55472	60010	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	4	15	5					
5318	275	1	沙摩柯	无	5149	5149	5149	5149	1	3	1	2	2	29919	3490	100	0	1	300	10	2584	204	初级大地狂啸	55473	60013	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	4	15	5					
5319	276	1	朱異	无	5151	5151	5151	5151	1	3	1	2	1	40570	3451	100	0	2	300	10	2034	243	初级天罡拳	55474	60016	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	4	15	5					
5320	277	1	周昂	无	5151	5151	5151	5151	1	3	1	2	1	27670	3520	100	0	2	300	10	2896	207	初级冰天雪地	55475	60007	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	4	15	5					
5321	278	1	州泰	无	5153	5153	5153	5153	1	3	1	2	2	42305	3261	100	0	1	300	10	3589	165	初级漫天花舞	55476	60010	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	4	15	5					
