关卡排序,编号ID,序号,等级段,名称,大关类,类型,对话,描述,体力,城堡血量,过关奖励ID,未过关奖励ID,解锁兵种,背景,出兵序列,章节图,pvp,对白回合1,对白回合2,对白回合1ID,对白回合2ID
469,1469,9,100,雁门-9,47,2,0,雁门 兵发匈奴第3关,1,626990,52469,53069,0,8,"(10035,709,22)(10035,993,22)(10140,851,22)(10100,567,22)(10150,425,10)(10035,709,7)(10035,993,10)(10140,851,12)(10100,567,10)(10150,425,7)(10035,709,10)(10035,993,12)(10140,851,10)(10100,567,7)(10150,425,10)(10035,709,12)(10035,993,10)(10140,851,7)(10100,567,10)(10150,567,12)",0,0,0,0,0,0
470,1470,10,100,雁门-10,47,3,0,雁门 兵发匈奴第3关,1,0,52470,53070,0,8,,0,100,0,0,0,0
471,1471,1,100,弘农-1,48,1,0,弘农 兵发匈奴第4关,1,555773,52471,53071,0,8,"(10035,627,22)(10140,878,22)(10150,752,22)(10100,502,22)(10035,376,10)(10140,627,7)(10150,878,10)(10100,752,12)(10035,502,10)(10140,376,7)(10150,627,10)(10100,878,12)(10035,752,10)(10140,502,7)(10150,376,10)(10100,627,12)(10035,878,10)(10140,752,7)(10150,502,10)(10100,502,12)",0,0,0,0,0,0
472,1472,2,100,弘农-2,48,1,0,弘农 兵发匈奴第4关,1,837990,52472,53072,0,8,"(10090,566,12)(10120,792,37)(10015,679,31)(10045,453,12)(10035,340,19)(10015,566,25)(10090,792,19)(10090,679,15)(10120,453,25)(10015,340,37)(10045,566,12)(10035,792,19)(10015,679,31)(10090,453,12)(10090,340,19)(10120,566,25)(10015,792,37)(10045,679,15)(10035,453,12)(10015,453,37)",0,0,0,0,0,0
473,1473,3,100,弘农-3,48,2,0,弘农 兵发匈奴第4关,1,1545761,52473,53073,0,8,"(10150,699,8)(10045,979,13)(10045,839,5)(10070,559,20)(10070,419,20)(10090,699,8)(10150,979,13)(10035,839,23)(10150,559,23)(10045,419,23)(10045,699,23)(10070,979,45)(10070,839,10)(10090,559,10)(10150,419,13)(10035,699,8)(10045,979,13)(10070,839,10)(10070,559,20)(10090,559,10)",0,0,0,0,0,0
474,1474,4,100,弘农-4,48,1,0,弘农 兵发匈奴第4关,1,3386700,52474,53074,0,8,"(10090,572,6)(10140,801,12)(10100,686,15)(10025,458,18)(10090,343,12)(10140,572,6)(10100,801,12)(10025,686,29)(10090,458,9)(10140,343,12)(10100,572,6)(10025,801,23)(10090,686,15)(10140,458,9)(10100,343,26)(10025,572,53)(10090,801,26)(10140,686,26)(10100,458,21)(10025,458,41)",0,0,0,0,0,0
475,1475,5,100,弘农-5,48,1,0,弘农 兵发匈奴第4关,1,1684721,52475,53075,0,8,"(10140,694,7)(10080,972,23)(10150,833,5)(10035,555,9)(10140,416,9)(10080,694,14)(10150,972,12)[(5665,534,6),(10035,833,21)](10140,555,21)[(5656,992,2),(10080,416,41)](10150,694,21)(10035,972,21)(10140,833,5)(10080,555,18)(10150,416,12)(10035,694,7)(10140,972,12)(10080,833,9)(10150,555,9)(10035,555,9)",0,0,0,0,0,0
476,1476,6,100,弘农-6,48,2,0,弘农 兵发匈奴第4关,1,950895,52476,53076,0,8,"(10035,644,12)(10015,902,35)(10045,773,15)(10035,515,12)(10035,386,18)(10100,644,12)(10045,902,18)(10140,773,15)(10035,515,12)(10015,386,35)(10045,644,12)(10035,902,18)(10035,773,15)(10100,515,12)(10045,386,18)(10140,644,12)(10035,902,18)(10035,773,15)(10100,515,12)(10045,515,18)",0,0,0,0,0,0
477,1477,7,100,弘农-7,48,1,0,弘农 兵发匈奴第4关,1,486293,52477,53077,0,8,"(10130,547,60)(10140,766,30)(10120,656,60)(10150,438,30)(10140,328,13)(10130,547,20)(10140,766,13)(10120,656,33)(10150,438,13)(10140,328,10)(10130,547,26)(10140,766,17)(10120,656,26)(10150,438,10)(10140,328,13)(10130,547,33)(10140,766,13)(10120,656,20)(10150,438,13)(10140,438,17)",0,0,0,0,0,0
478,1478,8,100,弘农-8,48,1,0,弘农 兵发匈奴第4关,1,1880134,52478,53078,0,8,"(10100,775,8)(10015,1085,27)(10100,930,6)(10090,620,11)(10015,465,22)(10035,775,8)[(5671,1024,2),(10120,1085,27)][(5704,597,5),(10035,930,25)][(5683,938,3),(10100,620,25)](10015,465,49)(10100,775,25)(10090,1085,25)(10015,930,11)(10035,620,11)(10120,465,27)(10035,775,8)(10100,1085,14)(10090,930,6)(10015,620,22)(10035,620,11)",0,0,0,0,0,0
479,1479,9,100,弘农-9,48,2,0,弘农 兵发匈奴第4关,1,4301520,52479,53079,0,8,"(10045,730,5)(10015,1022,20)(10035,876,12)(10150,584,7)(10045,438,10)(10015,730,10)(10035,1022,10)(10150,876,12)(10045,584,7)(10015,438,20)(10035,730,5)(10150,1022,10)(10045,876,12)(10015,584,15)(10035,438,22)(10150,730,22)(10045,1022,22)(10015,876,44)(10035,584,17)(10150,584,17)",0,0,0,0,0,0
480,1480,10,100,弘农-10,48,3,0,弘农 兵发匈奴第4关,1,0,52480,53080,0,8,,0,100,0,0,0,0
481,1481,1,100,安定-1,49,1,0,安定 兵发匈奴第5关,1,1426343,52481,53081,0,8,"(10100,644,7)(10140,902,12)(10035,773,5)(10090,515,10)(10100,386,10)(10140,644,7)(10035,902,12)(10090,773,22)(10100,515,22)(10140,386,22)(10035,644,22)(10090,902,22)(10100,773,5)(10140,515,10)(10035,386,12)(10090,644,7)(10100,902,12)(10140,773,5)(10035,515,10)(10090,515,10)",0,0,0,0,0,0
482,1482,2,100,安定-2,49,1,0,安定 兵发匈奴第5关,1,517559,52482,53082,0,8,"(10120,583,55)(10100,816,28)(10120,700,55)(10140,466,28)(10070,350,25)(10045,583,9)(10070,816,25)(10100,700,15)(10120,466,25)(10100,350,9)(10120,583,25)(10140,816,15)(10070,700,25)(10045,466,9)(10070,350,25)(10100,583,15)(10120,816,25)(10140,700,9)(10070,466,25)(10045,466,15)",0,0,0,0,0,0
483,1483,3,100,安定-3,49,2,0,安定 兵发匈奴第5关,1,1058010,52483,53083,0,8,"(10130,718,20)(10150,1005,15)(10090,862,13)(10025,574,20)(10080,431,30)(10080,718,20)(10150,1005,15)(10130,862,25)(10150,574,10)(10090,431,15)(10025,718,20)(10080,1005,30)(10080,862,25)(10150,574,10)(10130,431,30)(10150,718,10)(10090,1005,15)(10025,862,25)(10080,574,20)(10080,574,30)",0,0,0,0,0,0
484,1484,4,100,安定-4,49,1,0,安定 兵发匈奴第5关,1,3485130,52484,53084,0,8,"(10140,589,6)(10130,825,23)(10070,707,29)(10070,471,18)(10035,353,12)(10035,589,6)(10025,825,23)(10140,707,15)(10130,471,18)(10070,353,23)(10070,589,12)(10035,825,12)(10035,707,15)(10025,471,18)(10140,353,26)(10130,589,53)(10070,825,53)(10070,707,53)(10035,471,21)(10035,471,21)",0,0,0,0,0,0
485,1485,5,100,安定-5,49,1,0,安定 兵发匈奴第5关,1,692127,52485,53085,0,8,"(10150,713,21)[(5679,627,3),(10150,998,21)][(5672,941,1),(10150,856,21)][(5701,941,1),(10015,570,41)][(5691,627,3),(10045,428,9)](10090,713,7)(10120,998,18)(10120,856,23)(10015,570,18)(10150,428,7)(10150,713,9)(10150,998,12)(10015,856,18)(10045,570,7)(10090,428,9)(10120,713,23)(10120,998,18)(10015,856,14)(10045,570,9)(10120,570,23)",0,0,0,0,0,0
486,1486,6,100,安定-6,49,2,0,安定 兵发匈奴第5关,1,978398,52486,53086,0,8,"(10080,663,23)(10130,928,35)(10100,796,15)(10100,530,12)(10035,398,18)(10035,663,12)(10140,928,18)(10130,796,29)(10080,530,23)(10130,398,35)(10100,663,12)(10100,928,18)(10035,796,15)(10035,530,12)(10140,398,18)(10130,663,23)(10100,928,18)(10035,796,15)(10035,530,12)(10140,530,18)",0,0,0,0,0,0
487,1487,7,100,安定-7,49,1,0,安定 兵发匈奴第5关,1,1248300,52487,53087,0,8,"(10025,562,20)(10150,787,17)(10025,674,13)(10090,450,13)(10120,337,26)(10025,562,20)(10150,787,17)(10025,674,60)(10090,450,30)(10120,337,60)(10025,562,60)(10150,787,30)(10025,674,13)(10090,450,13)(10120,337,33)(10025,562,20)(10150,787,17)(10025,674,13)(10090,450,13)(10120,450,26)",0,0,0,0,0,0
488,1488,8,100,安定-8,49,1,0,安定 兵发匈奴第5关,1,1930073,52488,53088,0,8,"(10120,796,16)(10120,1114,27)(10035,955,6)(10045,637,11)(10090,478,11)(10035,796,8)[(5707,1051,1),(10100,1114,14)][(5677,964,2),(10120,955,49)][(5676,526,5),(10120,637,49)][(5689,964,2),(10035,478,25)](10045,796,25)(10090,1114,25)(10035,955,6)(10100,637,11)(10120,478,27)(10120,796,16)(10035,1114,14)(10045,955,6)(10090,637,11)(10035,637,11)",0,0,0,0,0,0
489,1489,9,100,安定-9,49,2,0,安定 兵发匈奴第5关,1,4423110,52489,53089,0,8,"(10090,751,5)(10035,1051,10)(10045,901,12)(10090,601,7)(10150,451,10)(10090,751,5)(10035,1051,10)(10045,901,12)(10090,601,7)(10150,451,10)(10090,751,5)(10035,1051,10)(10045,901,12)(10090,601,7)(10150,451,22)(10090,751,22)(10035,1051,22)(10045,901,22)(10090,601,17)(10150,601,17)",0,0,0,0,0,0
490,1490,10,100,安定-10,49,3,0,安定 兵发匈奴第5关,1,0,52490,53090,0,8,,0,100,0,0,0,0
491,1491,1,100,匈奴-1,50,1,0,匈奴 兵发匈奴第6关,1,978398,52491,53091,0,8,"(10070,663,20)(10070,928,30)(10035,796,12)(10035,530,10)(10090,398,15)(10090,663,10)(10140,928,15)(10140,796,12)(10100,530,10)(10100,398,15)(10070,663,20)(10070,928,30)(10035,796,12)(10035,530,10)(10090,398,15)(10090,663,10)(10140,928,15)(10140,796,12)(10100,530,10)(10100,530,15)",0,0,0,0,0,0
492,1492,2,100,匈奴-2,50,1,0,匈奴 兵发匈奴第6关,1,885758,52492,53092,0,8,"(10090,599,12)(10045,839,19)(10015,719,31)(10150,479,12)(10015,359,37)(10090,599,12)(10045,839,19)(10015,719,31)(10150,479,12)(10015,359,37)(10090,599,12)(10045,839,19)(10015,719,31)(10150,479,12)(10015,359,37)(10090,599,12)(10045,839,19)(10015,719,31)(10150,479,12)(10015,479,37)",0,0,0,0,0,0
493,1493,3,100,匈奴-3,50,2,0,匈奴 兵发匈奴第6关,1,1088408,52493,53093,0,8,"(10025,739,20)(10070,1035,30)(10025,887,25)(10035,591,10)(10070,443,30)(10120,739,20)(10045,1035,15)(10120,887,25)(10035,591,10)(10045,443,15)(10025,739,20)(10070,1035,30)(10025,887,25)(10035,591,10)(10070,443,30)(10120,739,20)(10045,1035,15)(10120,887,25)(10035,591,10)(10045,591,15)",0,0,0,0,0,0
494,1494,4,100,匈奴-4,50,1,0,匈奴 兵发匈奴第6关,1,535797,52494,53094,0,8,"(10090,604,26)(10130,846,53)(10045,725,26)(10130,483,53)(10070,362,23)(10090,604,9)(10130,846,23)(10045,725,15)(10130,483,23)(10070,362,18)(10090,604,12)(10130,846,29)(10045,725,12)(10130,483,18)(10070,362,23)(10090,604,15)(10130,846,23)(10045,725,9)(10130,483,23)(10070,483,29)",0,0,0,0,0,0
495,1495,5,100,匈奴-5,50,1,0,匈奴 兵发匈奴第6关,1,1183943,52495,53095,0,8,"(10080,732,41)(10150,1025,21)[(5663,564,4),(10080,878,41)][(5681,886,2),(10100,586,21)][(5666,966,1),(10045,439,9)](10035,732,7)(10035,1025,9)(10150,878,12)(10080,586,18)(10150,439,7)(10080,732,18)(10100,1025,12)(10045,878,9)(10035,586,7)(10035,439,9)(10150,732,12)(10150,1025,9)(10080,878,14)(10100,586,9)(10045,586,12)",0,0,0,0,0,0
496,1496,6,100,匈奴-6,50,2,0,匈奴 兵发匈奴第6关,1,1504508,52496,53096,0,8,"(10100,680,9)(10140,952,15)(10130,816,12)(10045,544,12)(10140,408,12)(10100,680,9)(10140,952,15)(10130,816,53)(10045,544,26)(10140,408,26)(10100,680,26)(10140,952,26)(10130,816,12)(10045,544,12)(10140,408,15)(10100,680,9)(10140,952,15)(10130,816,12)(10045,544,12)(10140,544,12)",0,0,0,0,0,0
497,1497,7,100,匈奴-7,50,1,0,匈奴 兵发匈奴第6关,1,1283040,52497,53097,0,8,"(10035,578,10)(10140,809,17)(10035,694,7)(10150,462,13)(10090,347,13)(10025,578,20)(10140,809,17)(10035,694,30)(10140,462,30)(10035,347,30)(10150,578,30)(10090,809,30)(10025,694,13)(10140,462,13)(10035,347,17)(10140,578,10)(10035,809,17)(10150,694,7)(10090,462,13)(10025,462,26)",0,0,0,0,0,0
498,1498,8,100,匈奴-8,50,1,0,匈奴 兵发匈奴第6关,1,5280030,52498,53098,0,8,"(10015,817,11)(10090,1144,11)(10080,980,27)(10080,654,16)(10150,490,11)(10100,817,6)(10100,1144,11)(10090,980,14)(10015,654,16)(10090,490,11)(10080,817,11)(10080,1144,22)(10150,980,14)[(5695,899,5),(10100,654,8)][(5696,899,5),(10100,490,25)](10090,817,25)(10080,1144,49)(10150,980,25)(10100,654,19)(10100,654,19)",0,0,0,0,0,0
499,1499,9,100,匈奴-9,50,2,0,匈奴 兵发匈奴第6关,1,4538910,52499,53099,0,8,"(10140,771,5)(10140,1079,10)(10150,925,12)(10035,617,7)(10100,463,10)(10140,771,5)(10140,1079,10)(10150,925,12)(10035,617,7)(10100,463,10)(10140,771,5)(10140,1079,10)(10150,925,12)(10035,617,7)(10100,463,22)(10140,771,22)(10140,1079,22)(10150,925,22)(10035,617,17)(10100,617,17)",0,0,0,0,0,0
500,1500,10,100,匈奴-10,50,3,0,匈奴 兵发匈奴第6关,1,0,52500,53100,0,8,,0,100,0,0,0,0
501,1501,1,100,蓟-1,51,1,0,蓟 踏平高句丽第1关,1,1367499,52501,53101,0,8,"(10150,724,10)(10035,1014,15)(10035,869,12)(10100,579,10)(10140,434,15)(10150,724,10)(10035,1014,15)(10035,869,12)(10100,579,10)(10140,434,15)(10150,724,10)(10035,1014,15)(10035,869,12)(10100,579,10)(10140,434,15)(10150,724,10)(10035,1014,15)(10035,869,12)(10100,579,10)(10140,579,15)",0,0,0,0,0,0
502,1502,2,100,蓟-2,51,1,0,蓟 踏平高句丽第1关,1,1859998,52502,53102,0,8,"(10035,656,9)(10015,918,31)(10120,787,12)(10090,525,12)(10015,394,25)(10015,656,18)(10045,918,15)(10090,787,28)(10035,525,28)(10035,394,28)(10015,656,55)(10120,918,55)(10090,787,6)(10015,525,25)(10015,394,31)(10045,656,9)(10090,918,15)(10035,787,6)(10015,525,25)(10035,525,12)",0,0,0,0,0,0
503,1503,3,100,蓟-3,51,2,0,蓟 踏平高句丽第1关,1,6159995,52503,53103,0,8,"(10035,816,5)(10090,1142,10)(10045,979,13)(10070,653,15)(10150,490,10)(10035,816,5)(10070,1142,20)(10035,979,13)(10090,653,8)(10045,490,10)(10070,816,10)(10150,1142,10)(10035,979,13)(10070,653,15)(10035,490,23)(10090,816,23)(10045,1142,23)(10070,979,45)(10150,653,18)(10035,653,18)",0,0,0,0,0,0
504,1504,4,100,蓟-4,51,1,0,蓟 踏平高句丽第1关,1,1258749,52504,53104,0,8,"(10140,666,12)(10100,932,18)(10090,799,15)(10090,533,12)(10025,400,35)(10140,666,12)(10100,932,18)(10090,799,15)(10090,533,12)(10025,400,35)(10140,666,12)(10100,932,18)(10090,799,15)(10090,533,12)(10025,400,35)(10140,666,12)(10100,932,18)(10090,799,15)(10090,533,12)(10025,533,35)",0,0,0,0,0,0
505,1505,5,100,蓟-5,51,1,0,蓟 踏平高句丽第1关,1,2281873,52505,53105,0,8,#N/A,0,0,0,0,0,0
506,1506,6,100,蓟-6,51,2,0,蓟 踏平高句丽第1关,1,5709995,52506,53106,0,8,"(10015,756,12)(10100,1058,12)(10015,907,29)(10045,605,9)(10035,454,12)(10035,756,6)(10140,1058,12)(10015,907,29)(10100,605,9)(10015,454,23)(10045,756,6)(10035,1058,12)(10035,907,15)(10140,605,9)(10015,454,53)(10100,756,26)(10015,1058,53)(10045,907,26)(10035,605,20)(10035,605,20)",0,0,0,0,0,0
507,1507,7,100,蓟-7,51,1,0,蓟 踏平高句丽第1关,1,1814998,52507,53107,0,8,"(10150,640,10)(10140,896,17)(10130,768,13)(10130,512,26)(10120,384,26)(10150,640,10)(10140,896,17)(10130,768,60)(10130,512,60)(10120,384,60)(10150,640,30)(10140,896,30)(10130,768,13)(10130,512,26)(10120,384,33)(10150,640,10)(10140,896,17)(10130,768,13)(10130,512,26)(10120,512,26)",0,0,0,0,0,0
508,1508,8,100,蓟-8,51,1,0,蓟 踏平高句丽第1关,1,1031999,52508,53108,0,8,"(10120,912,49)[(5730,930,2),(10015,1277,49)][(5739,930,2),(10090,1094,25)][(5724,465,4),(10090,730,25)](10035,547,11)(10100,912,8)(10015,1277,22)(10120,1094,27)(10015,730,22)(10090,547,8)(10090,912,11)(10035,1277,14)(10100,1094,11)(10015,730,16)(10120,547,22)(10015,912,27)(10090,1277,11)(10090,1094,8)(10035,730,11)(10100,730,14)",0,0,0,0,0,0
509,1509,9,100,蓟-9,51,2,0,蓟 踏平高句丽第1关,1,964499,52509,53109,0,8,"(10015,852,44)(10150,1193,22)(10045,1022,22)(10045,682,22)(10035,511,10)(10015,852,15)(10150,1193,10)(10045,1022,12)(10045,682,10)(10035,511,7)(10015,852,20)(10150,1193,12)(10045,1022,10)(10045,682,7)(10035,511,10)(10015,852,25)(10150,1193,10)(10045,1022,7)(10045,682,10)(10035,682,12)",0,0,0,0,0,0
510,1510,10,100,蓟-10,51,3,0,蓟 踏平高句丽第1关,1,0,52510,53110,0,8,,0,100,0,0,0,0
511,1511,1,100,北平-1,52,1,0,北平 踏平高句丽第2关,1,856499,52511,53111,0,8,"(10035,756,22)(10035,1058,22)(10090,907,22)(10100,605,22)(10140,454,10)(10035,756,7)(10035,1058,10)(10090,907,12)(10100,605,10)(10140,454,7)(10035,756,10)(10035,1058,12)(10090,907,10)(10100,605,7)(10140,454,10)(10035,756,12)(10035,1058,10)(10090,907,7)(10100,605,10)(10140,605,12)",0,0,0,0,0,0
512,1512,2,100,北平-2,52,1,0,北平 踏平高句丽第2关,1,1292499,52512,53112,0,8,"(10070,684,25)(10140,958,19)(10045,821,15)(10120,547,25)(10120,410,37)(10100,684,12)(10140,958,19)(10070,821,31)(10070,547,25)(10140,410,19)(10045,684,12)(10120,958,37)(10120,821,31)(10100,547,12)(10140,410,19)(10070,684,25)(10045,958,19)(10120,821,31)(10120,547,25)(10100,547,19)",0,0,0,0,0,0
513,1513,3,100,北平-3,52,2,0,北平 踏平高句丽第2关,1,2411248,52513,53113,0,8,"(10090,852,8)(10090,1193,13)(10025,1022,10)(10025,682,20)(10150,511,10)(10130,852,15)(10080,1193,25)(10090,1022,23)(10090,682,23)(10025,511,45)(10025,852,45)(10150,1193,23)(10130,1022,10)(10080,682,20)(10090,511,13)(10090,852,8)(10025,1193,25)(10025,1022,10)(10150,682,10)(10130,682,20)",0,0,0,0,0,0
514,1514,4,100,北平-4,52,1,0,北平 踏平高句丽第2关,1,5244995,52514,53114,0,8,"(10035,694,6)(10140,972,12)(10130,833,29)(10025,555,18)(10070,416,23)(10025,694,12)(10070,972,23)(10035,833,15)(10140,555,9)(10130,416,23)(10025,694,12)(10070,972,23)(10025,833,29)(10070,555,18)(10035,416,26)(10140,694,26)(10130,972,53)(10025,833,53)(10070,555,41)(10025,555,41)",0,0,0,0,0,0
515,1515,5,100,北平-5,52,1,0,北平 踏平高句丽第2关,1,2023123,52515,53115,0,8,"(10150,840,7)(10045,1176,12)(10015,1008,9)(10045,672,9)(10120,504,18)(10090,840,7)[(5723,857,1),(10120,1176,23)][(5736,857,1),(10150,1008,21)][(5743,428,3),(10045,672,21)](10015,504,41)(10045,840,21)(10120,1176,41)(10090,1008,5)(10120,672,18)(10150,504,12)(10045,840,7)(10015,1176,23)(10045,1008,5)(10120,672,18)(10090,672,9)",0,0,0,0,0,0
516,1516,6,100,北平-6,52,2,0,北平 踏平高句丽第2关,1,1487499,52516,53116,0,8,"(10100,788,12)(10080,1103,35)(10080,946,29)(10130,630,23)(10140,473,18)(10130,788,23)(10100,1103,18)(10035,946,15)(10100,630,12)(10080,473,35)(10080,788,23)(10130,1103,35)(10140,946,15)(10130,630,23)(10100,473,18)(10035,788,12)(10080,1103,35)(10130,946,29)(10140,630,12)(10130,630,35)",0,0,0,0,0,0
517,1517,7,100,北平-7,52,1,0,北平 踏平高句丽第2关,1,755249,52517,53117,0,8,"(10025,666,60)(10120,932,60)(10090,799,30)(10150,533,30)(10025,400,26)(10120,666,20)(10090,932,13)(10150,799,17)(10025,533,26)(10120,400,20)(10090,666,13)(10150,932,17)(10025,799,26)(10120,533,20)(10090,400,13)(10150,666,17)(10025,932,26)(10120,799,20)(10090,533,13)(10150,533,17)",0,0,0,0,0,0
518,1518,8,100,北平-8,52,1,0,北平 踏平高句丽第2关,1,2287498,52518,53118,0,8,"(10045,950,8)(10035,1330,14)(10120,1140,11)(10120,760,22)(10090,570,11)(10100,950,8)[(5738,1050,3),(10045,1330,14)](10090,1140,25)[(5731,566,5),(10045,760,25)](10035,570,25)(10120,950,49)(10120,1330,49)(10090,1140,6)(10100,760,11)(10045,570,14)(10090,950,8)(10090,1330,14)(10100,1140,6)(10045,760,11)(10090,760,11)",0,0,0,0,0,0
519,1519,9,100,北平-9,52,2,0,北平 踏平高句丽第2关,1,6699995,52519,53119,0,8,"(10090,888,5)(10150,1243,10)(10045,1066,12)(10035,710,7)(10090,533,10)(10150,888,5)(10045,1243,10)(10035,1066,12)(10090,710,7)(10150,533,10)(10045,888,5)(10035,1243,10)(10090,1066,12)(10150,710,7)(10045,533,22)(10035,888,22)(10090,1243,22)(10150,1066,22)(10045,710,17)(10035,710,17)",0,0,0,0,0,0
520,1520,10,100,北平-10,52,3,0,北平 踏平高句丽第2关,1,0,52520,53120,0,8,,0,100,0,0,0,0
521,1521,1,100,襄平-1,53,1,0,襄平 踏平高句丽第3关,1,2231248,52521,53121,0,8,"(10035,788,7)(10035,1103,12)(10035,946,5)(10140,630,10)(10090,473,10)(10070,788,15)(10070,1103,25)(10100,946,22)(10035,630,22)(10035,473,22)(10035,788,22)(10140,1103,22)(10090,946,5)(10070,630,20)(10070,473,25)(10100,788,7)(10035,1103,12)(10035,946,5)(10140,630,10)(10090,630,10)",0,0,0,0,0,0
522,1522,2,100,襄平-2,53,1,0,襄平 踏平高句丽第3关,1,806999,52522,53122,0,8,"(10150,712,28)(10015,997,55)(10045,854,28)(10090,570,28)(10150,427,12)(10015,712,18)(10045,997,12)(10090,854,15)(10150,570,12)(10015,427,18)(10045,712,12)(10090,997,15)(10150,854,12)(10015,570,18)(10045,427,12)(10090,712,15)(10150,997,12)(10015,854,18)(10045,570,12)(10090,570,15)",0,0,0,0,0,0
523,1523,3,100,襄平-3,53,2,0,襄平 踏平高句丽第3关,1,1671249,52523,53123,0,8,"(10120,886,20)(10120,1240,30)(10045,1063,13)(10070,709,20)(10025,532,30)(10045,886,10)(10035,1240,15)(10120,1063,25)(10120,709,20)(10045,532,15)(10070,886,20)(10025,1240,30)(10045,1063,13)(10035,709,10)(10120,532,30)(10120,886,20)(10045,1240,15)(10070,1063,25)(10025,709,20)(10045,709,15)",0,0,0,0,0,0
524,1524,4,100,襄平-4,53,1,0,襄平 踏平高句丽第3关,1,5454995,52524,53124,0,8,"(10130,722,12)(10090,1011,12)(10070,866,29)(10045,578,9)(10090,433,12)(10130,722,12)(10090,1011,12)(10070,866,29)(10045,578,9)(10090,433,12)(10130,722,12)(10090,1011,12)(10070,866,29)(10045,578,9)(10090,433,26)(10130,722,53)(10090,1011,26)(10070,866,53)(10045,578,21)(10090,578,21)",0,0,0,0,0,0
525,1525,5,100,襄平-5,53,1,0,襄平 踏平高句丽第3关,1,841874,52525,53125,0,8,"(10100,874,21)[(5736,817,2),(10035,1224,21)](10080,1049,41)[(5739,669,3),(10045,699,21)](10150,524,9)(10080,874,14)(10100,1224,9)(10100,1049,12)(10035,699,9)(10080,524,14)(10045,874,9)(10150,1224,12)(10080,1049,18)(10100,699,7)(10100,524,9)(10035,874,12)(10080,1224,18)(10045,1049,7)(10150,699,9)(10080,699,23)",0,0,0,0,0,0
526,1526,6,100,襄平-6,53,2,0,襄平 踏平高句丽第3关,1,1547499,52526,53126,0,8,"(10045,820,12)(10130,1148,35)(10140,984,15)(10100,656,12)(10045,492,18)(10130,820,23)(10140,1148,18)(10100,984,15)(10045,656,12)(10130,492,35)(10140,820,12)(10100,1148,18)(10045,984,15)(10130,656,23)(10140,492,18)(10100,820,12)(10045,1148,18)(10130,984,29)(10140,656,12)(10100,656,18)",0,0,0,0,0,0
527,1527,7,100,襄平-7,53,1,0,襄平 踏平高句丽第3关,1,1966873,52527,53127,0,8,"(10140,694,10)(10150,972,17)(10150,833,7)(10025,555,26)(10025,416,26)(10090,694,10)(10140,972,17)(10035,833,30)(10140,555,30)(10150,416,30)(10150,694,30)(10025,972,60)(10025,833,13)(10090,555,13)(10140,416,17)(10035,694,10)(10150,972,17)(10025,833,13)(10025,555,26)(10090,555,13)",0,0,0,0,0,0
528,1528,8,100,襄平-8,53,1,0,襄平 踏平高句丽第3关,1,2377498,52528,53128,0,8,"(10015,988,16)(10080,1383,27)(10100,1186,6)(10015,790,22)(10015,593,22)(10150,988,8)[(5747,1092,1),(10100,1383,14)][(5746,504,5),(10090,1186,25)][(5734,924,2),(10015,790,49)](10080,593,49)(10100,988,25)(10015,1383,49)(10015,1186,11)(10150,790,11)(10100,593,14)(10090,988,8)(10015,1383,27)(10015,1186,11)(10150,790,11)(10100,790,11)",0,0,0,0,0,0
529,1529,9,100,襄平-9,53,2,0,襄平 踏平高句丽第3关,1,6969995,52529,53129,0,8,"(10100,924,5)(10150,1294,10)(10035,1109,12)(10140,739,7)(10100,554,10)(10150,924,5)(10035,1294,10)(10140,1109,12)(10100,739,7)(10150,554,10)(10035,924,5)(10140,1294,10)(10100,1109,12)(10150,739,7)(10035,554,22)(10140,924,22)(10100,1294,22)(10150,1109,22)(10035,739,17)(10140,739,17)",0,0,0,0,0,0
530,1530,10,100,襄平-10,53,3,0,襄平 踏平高句丽第3关,1,0,52530,53130,0,8,,0,100,0,0,0,0
531,1531,1,100,乐浪-1,54,1,0,乐浪 踏平高句丽第4关,1,1547499,52531,53131,0,8,"(10035,820,10)(10100,1148,15)(10035,984,12)(10150,656,10)(10140,492,15)(10035,820,10)(10100,1148,15)(10035,984,12)(10150,656,10)(10140,492,15)(10035,820,10)(10100,1148,15)(10035,984,12)(10150,656,10)(10140,492,15)(10035,820,10)(10100,1148,15)(10035,984,12)(10150,656,10)(10140,656,15)",0,0,0,0,0,0
532,1532,2,100,乐浪-2,54,1,0,乐浪 踏平高句丽第4关,1,1401249,52532,53132,0,8,"(10045,742,12)(10015,1039,37)(10045,890,15)(10090,594,12)(10015,445,37)(10035,742,12)(10120,1039,37)(10035,890,15)(10045,594,12)(10015,445,37)(10045,742,12)(10090,1039,19)(10015,890,31)(10035,594,12)(10120,445,37)(10035,742,12)(10045,1039,19)(10090,890,15)(10015,594,25)(10035,594,19)",0,0,0,0,0,0
533,1533,3,100,乐浪-3,54,2,0,乐浪 踏平高句丽第4关,1,1734999,52533,53133,0,8,"(10035,920,10)(10150,1288,15)(10035,1104,13)(10090,736,10)(10070,552,30)(10045,920,10)(10070,1288,30)(10150,1104,13)(10035,736,10)(10150,552,15)(10035,920,10)(10090,1288,15)(10070,1104,25)(10045,736,10)(10070,552,30)(10150,920,10)(10035,1288,15)(10090,1104,13)(10070,736,20)(10045,736,15)",0,0,0,0,0,0
