编号ID ,最小,最大,物品,几率,最少,最多
0,0,0,2,10000,224,224
0,0,0,30019,2000,1,2
0,0,0,30009,2000,1,2
0,0,0,30006,4000,1,1
0,0,0,30007,2000,1,2
52164,1,2,0,0,0,0
0,0,0,3,10000,504,504
0,0,0,2,10000,224,224
0,0,0,30006,7500,1,1
0,0,0,30007,2500,1,2
52165,1,2,0,0,0,0
0,0,0,3,10000,504,504
0,0,0,2,10000,224,224
0,0,0,30006,7500,1,1
0,0,0,30007,2500,1,2
52166,1,2,0,0,0,0
0,0,0,3,10000,504,504
0,0,0,2,10000,224,224
0,0,0,30019,2000,1,2
0,0,0,30009,2000,1,2
0,0,0,30006,4000,1,1
0,0,0,30007,2000,1,2
52167,1,2,0,0,0,0
0,0,0,3,10000,510,510
0,0,0,2,10000,224,224
0,0,0,30006,7500,1,1
0,0,0,30007,2500,1,2
52168,1,2,0,0,0,0
0,0,0,3,10000,510,510
0,0,0,2,10000,224,224
0,0,0,30006,7500,1,1
0,0,0,30007,2500,1,2
52169,1,2,0,0,0,0
0,0,0,3,10000,510,510
0,0,0,2,10000,224,224
0,0,0,30019,2000,1,2
0,0,0,30009,2000,1,2
0,0,0,30006,4000,1,1
0,0,0,30007,2000,1,2
52170,1,2,0,0,0,0
0,0,0,3,10000,510,510
0,0,0,2,10000,224,224
0,0,0,30019,2000,1,2
0,0,0,30009,2000,1,2
0,0,0,30006,4000,1,1
0,0,0,30007,2000,1,2
52171,1,2,0,0,0,0
0,0,0,3,10000,540,540
0,0,0,2,10000,233,233
0,0,0,30001,7500,1,1
0,0,0,30007,2500,1,2
52172,1,2,0,0,0,0
0,0,0,3,10000,540,540
0,0,0,2,10000,233,233
0,0,0,30001,7500,1,1
0,0,0,30007,2500,1,2
52173,1,2,0,0,0,0
0,0,0,3,10000,540,540
0,0,0,2,10000,233,233
0,0,0,30006,3500,1,1
0,0,0,30019,1000,1,2
0,0,0,30009,1000,1,2
0,0,0,30001,3500,1,1
0,0,0,30007,1000,1,2
52174,1,2,0,0,0,0
0,0,0,3,10000,540,540
0,0,0,2,10000,233,233
0,0,0,30001,7500,1,1
0,0,0,30007,2500,1,2
52175,1,2,0,0,0,0
0,0,0,3,10000,540,540
0,0,0,2,10000,233,233
0,0,0,30001,7500,1,1
0,0,0,30007,2500,1,2
52176,1,2,0,0,0,0
0,0,0,3,10000,550,550
0,0,0,2,10000,233,233
0,0,0,30006,3500,1,1
0,0,0,30019,1000,1,2
0,0,0,30009,1000,1,2
0,0,0,30001,3500,1,1
0,0,0,30007,1000,1,2
52177,1,2,0,0,0,0
0,0,0,3,10000,550,550
0,0,0,2,10000,233,233
0,0,0,30001,7500,1,1
0,0,0,30007,2500,1,2
52178,1,2,0,0,0,0
0,0,0,3,10000,550,550
0,0,0,2,10000,233,233
0,0,0,30001,7500,1,1
0,0,0,30007,2500,1,2
52179,1,2,0,0,0,0
0,0,0,3,10000,550,550
0,0,0,2,10000,233,233
0,0,0,30006,3500,1,1
0,0,0,30019,1000,1,2
0,0,0,30009,1000,1,2
0,0,0,30001,3500,1,1
0,0,0,30007,1000,1,2
52180,1,2,0,0,0,0
0,0,0,3,10000,550,550
0,0,0,2,10000,233,233
0,0,0,30006,3500,1,1
0,0,0,30019,1000,1,2
0,0,0,30009,1000,1,2
0,0,0,30001,3500,1,1
0,0,0,30007,1000,1,2
52181,1,2,0,0,0,0
0,0,0,3,10000,552,552
0,0,0,2,10000,256,256
0,0,0,30001,7500,1,1
0,0,0,30007,2500,1,2
52182,1,2,0,0,0,0
0,0,0,3,10000,552,552
0,0,0,2,10000,256,256
0,0,0,30001,7500,1,1
0,0,0,30007,2500,1,2
52183,1,2,0,0,0,0
0,0,0,3,10000,552,552
0,0,0,2,10000,256,256
0,0,0,30006,3500,1,1
0,0,0,30019,1000,1,2
0,0,0,30009,1000,1,2
0,0,0,30001,3500,1,1
0,0,0,30007,1000,1,2
52184,1,2,0,0,0,0
0,0,0,3,10000,552,552
0,0,0,2,10000,256,256
0,0,0,30001,7500,1,1
0,0,0,30007,2500,1,2
52185,1,2,0,0,0,0
0,0,0,3,10000,570,570
0,0,0,2,10000,256,256
0,0,0,30001,7500,1,1
0,0,0,30007,2500,1,2
52186,1,2,0,0,0,0
0,0,0,3,10000,570,570
0,0,0,2,10000,256,256
0,0,0,30001,7500,1,1
0,0,0,30007,2500,1,2
0,0,0,30006,2500,1,1
0,0,0,30007,2500,1,2
52187,1,2,0,0,0,0
0,0,0,3,10000,570,570
0,0,0,2,10000,256,256
0,0,0,30001,7500,1,1
0,0,0,30007,2500,1,2
52188,1,2,0,0,0,0
0,0,0,3,10000,570,570
0,0,0,2,10000,256,256
0,0,0,30001,7500,1,1
0,0,0,30007,2500,1,2
52189,1,2,0,0,0,0
0,0,0,3,10000,570,570
0,0,0,2,10000,256,256
0,0,0,30006,3500,1,1
0,0,0,30019,1000,1,2
0,0,0,30009,1000,1,2
0,0,0,30001,3500,1,1
0,0,0,30007,1000,1,2
52190,1,2,0,0,0,0
0,0,0,3,10000,580,580
0,0,0,2,10000,256,256
0,0,0,30006,3500,1,1
0,0,0,30019,1000,1,2
0,0,0,30009,1000,1,2
0,0,0,30001,3500,1,1
0,0,0,30007,1000,1,2
52191,1,2,0,0,0,0
0,0,0,3,10000,580,580
0,0,0,2,10000,263,263
0,0,0,30006,7500,1,1
0,0,0,30007,2500,1,2
52192,1,2,0,0,0,0
0,0,0,3,10000,580,580
0,0,0,2,10000,263,263
0,0,0,30006,7500,1,1
0,0,0,30007,2500,1,2
52193,1,2,0,0,0,0
0,0,0,3,10000,580,580
0,0,0,2,10000,263,263
0,0,0,30019,2000,1,2
0,0,0,30009,2000,1,2
0,0,0,30006,4000,1,1
0,0,0,30007,2000,1,2
52194,1,2,0,0,0,0
0,0,0,3,10000,580,580
0,0,0,2,10000,263,263
0,0,0,30006,7500,1,1
0,0,0,30007,2500,1,2
52195,1,2,0,0,0,0
0,0,0,3,10000,588,588
0,0,0,2,10000,263,263
0,0,0,30006,7500,1,1
0,0,0,30007,2500,1,2
52196,1,2,0,0,0,0
0,0,0,3,10000,588,588
0,0,0,2,10000,263,263
0,0,0,30019,2000,1,2
0,0,0,30009,2000,1,2
0,0,0,30006,4000,1,1
0,0,0,30007,2000,1,2
52197,1,2,0,0,0,0
0,0,0,3,10000,588,588
0,0,0,2,10000,263,263
0,0,0,30006,7500,1,1
0,0,0,30007,2500,1,2
52198,1,2,0,0,0,0
0,0,0,3,10000,588,588
0,0,0,2,10000,263,263
0,0,0,30006,7500,1,1
0,0,0,30007,2500,1,2
52199,1,2,0,0,0,0
0,0,0,3,10000,600,600
0,0,0,2,10000,263,263
0,0,0,30019,2000,1,2
0,0,0,30009,2000,1,2
0,0,0,30006,4000,1,1
0,0,0,30007,2000,1,2
52200,1,2,0,0,0,0
0,0,0,3,10000,600,600
0,0,0,2,10000,263,263
0,0,0,30019,2000,1,2
0,0,0,30009,2000,1,2
0,0,0,30006,4000,1,1
0,0,0,30007,2000,1,2
52201,1,2,0,0,0,0
0,0,0,3,10000,600,600
0,0,0,2,10000,263,263
0,0,0,30001,7500,1,1
0,0,0,30007,2500,1,2
52202,1,2,0,0,0,0
0,0,0,3,10000,600,600
0,0,0,2,10000,263,263
0,0,0,30001,7500,1,1
0,0,0,30007,2500,1,2
52203,1,2,0,0,0,0
0,0,0,3,10000,600,600
0,0,0,2,10000,263,263
0,0,0,30006,3500,1,1
0,0,0,30019,1000,1,2
0,0,0,30009,1000,1,2
0,0,0,30001,3500,1,1
0,0,0,30007,1000,1,2
52204,1,2,0,0,0,0
0,0,0,3,10000,610,610
0,0,0,2,10000,263,263
0,0,0,30001,7500,1,1
0,0,0,30007,2500,1,2
52205,1,2,0,0,0,0
0,0,0,3,10000,610,610
0,0,0,2,10000,263,263
0,0,0,30001,7500,1,1
0,0,0,30007,2500,1,2
52206,1,2,0,0,0,0
0,0,0,3,10000,610,610
0,0,0,2,10000,263,263
0,0,0,30006,3500,1,1
0,0,0,30019,1000,1,2
0,0,0,30009,1000,1,2
0,0,0,30001,3500,1,1
0,0,0,30007,1000,1,2
52207,1,2,0,0,0,0
0,0,0,3,10000,610,610
0,0,0,2,10000,263,263
0,0,0,30001,7500,1,1
0,0,0,30007,2500,1,2
52208,1,2,0,0,0,0
0,0,0,3,10000,610,610
0,0,0,2,10000,263,263
0,0,0,30001,7500,1,1
0,0,0,30007,2500,1,2
52209,1,2,0,0,0,0
0,0,0,3,10000,624,624
0,0,0,2,10000,263,263
0,0,0,30006,3500,1,1
0,0,0,30019,1000,1,2
0,0,0,30009,1000,1,2
0,0,0,30001,3500,1,1
0,0,0,30007,1000,1,2
52210,1,2,0,0,0,0
0,0,0,3,10000,624,624
0,0,0,2,10000,263,263
0,0,0,30006,3500,1,1
0,0,0,30019,1000,1,2
0,0,0,30009,1000,1,2
0,0,0,30001,3500,1,1
0,0,0,30007,1000,1,2
52211,1,2,0,0,0,0
0,0,0,3,10000,624,624
0,0,0,2,10000,278,278
0,0,0,30001,7500,1,1
0,0,0,30007,2500,1,2
52212,1,2,0,0,0,0
0,0,0,3,10000,624,624
0,0,0,2,10000,278,278
0,0,0,30001,7500,1,1
0,0,0,30007,2500,1,2
52213,1,2,0,0,0,0
0,0,0,3,10000,640,640
0,0,0,2,10000,278,278
0,0,0,30006,3500,1,1
0,0,0,30019,1000,1,2
0,0,0,30009,1000,1,2
0,0,0,30001,3500,1,1
0,0,0,30007,1000,1,2
52214,1,2,0,0,0,0
0,0,0,3,10000,640,640
0,0,0,2,10000,278,278
0,0,0,30001,7500,1,1
0,0,0,30007,2500,1,2
52215,1,2,0,0,0,0
0,0,0,3,10000,640,640
0,0,0,2,10000,278,278
0,0,0,30001,7500,1,1
0,0,0,30007,2500,1,2
52216,1,2,0,0,0,0
0,0,0,3,10000,640,640
0,0,0,2,10000,278,278
0,0,0,30006,3500,1,1
0,0,0,30019,1000,1,2
0,0,0,30009,1000,1,2
0,0,0,30001,3500,1,1
0,0,0,30007,1000,1,2
52217,1,2,0,0,0,0
0,0,0,3,10000,640,640
0,0,0,2,10000,278,278
0,0,0,30001,7500,1,1
0,0,0,30007,2500,1,2
52218,1,2,0,0,0,0
0,0,0,3,10000,645,645
0,0,0,2,10000,278,278
0,0,0,30001,7500,1,1
0,0,0,30007,2500,1,2
52219,1,2,0,0,0,0
0,0,0,3,10000,645,645
0,0,0,2,10000,278,278
0,0,0,30006,3500,1,1
0,0,0,30019,1000,1,2
0,0,0,30009,1000,1,2
0,0,0,30001,3500,1,1
0,0,0,30007,1000,1,2
52220,1,2,0,0,0,0
0,0,0,3,10000,645,645
0,0,0,2,10000,278,278
0,0,0,30006,3500,1,1
0,0,0,30019,1000,1,2
0,0,0,30009,1000,1,2
0,0,0,30001,3500,1,1
0,0,0,30007,1000,1,2
52221,1,2,0,0,0,0
0,0,0,3,10000,645,645
0,0,0,2,10000,278,278
0,0,0,30006,7500,1,1
0,0,0,30007,2500,1,2
52222,1,2,0,0,0,0
0,0,0,3,10000,650,650
0,0,0,2,10000,278,278
0,0,0,30006,7500,1,1
0,0,0,30007,2500,1,2
52223,1,2,0,0,0,0
0,0,0,3,10000,650,650
0,0,0,2,10000,278,278
0,0,0,30019,2000,1,2
0,0,0,30009,2000,1,2
0,0,0,30006,4000,1,1
0,0,0,30007,2000,1,2
52224,1,2,0,0,0,0
0,0,0,3,10000,650,650
0,0,0,2,10000,278,278
0,0,0,30006,7500,1,1
0,0,0,30007,2500,1,2
52225,1,2,0,0,0,0
0,0,0,3,10000,650,650
0,0,0,2,10000,278,278
0,0,0,30006,7500,1,1
0,0,0,30007,2500,1,2
52226,1,2,0,0,0,0
0,0,0,3,10000,650,650
0,0,0,2,10000,278,278
0,0,0,30019,2000,1,2
0,0,0,30009,2000,1,2
0,0,0,30006,4000,1,1
0,0,0,30007,2000,1,2
52227,1,2,0,0,0,0
0,0,0,3,10000,670,670
0,0,0,2,10000,278,278
0,0,0,30006,7500,1,1
0,0,0,30007,2500,1,2
52228,1,2,0,0,0,0
0,0,0,3,10000,670,670
0,0,0,2,10000,278,278
0,0,0,30006,7500,1,1
0,0,0,30007,2500,1,2
52229,1,2,0,0,0,0
0,0,0,3,10000,670,670
0,0,0,2,10000,278,278
0,0,0,30019,2000,1,2
0,0,0,30009,2000,1,2
0,0,0,30006,4000,1,1
0,0,0,30007,2000,1,2
52230,1,2,0,0,0,0
0,0,0,3,10000,670,670
0,0,0,2,10000,278,278
0,0,0,30019,2000,1,2
0,0,0,30009,2000,1,2
0,0,0,30006,4000,1,1
0,0,0,30007,2000,1,2
52231,1,2,0,0,0,0
0,0,0,3,10000,670,670
0,0,0,2,10000,289,289
0,0,0,30001,7500,1,1
0,0,0,30007,2500,1,2
52232,1,2,0,0,0,0
0,0,0,3,10000,672,672
0,0,0,2,10000,289,289
0,0,0,30001,7500,1,1
0,0,0,30007,2500,1,2
52233,1,2,0,0,0,0
0,0,0,3,10000,672,672
0,0,0,2,10000,289,289
0,0,0,30006,3500,1,1
0,0,0,30019,1000,1,2
0,0,0,30009,1000,1,2
0,0,0,30001,3500,1,1
0,0,0,30007,1000,1,2
52234,1,2,0,0,0,0
0,0,0,3,10000,672,672
0,0,0,2,10000,289,289
0,0,0,30001,7500,1,1
0,0,0,30007,2500,1,2
52235,1,2,0,0,0,0
0,0,0,3,10000,672,672
0,0,0,2,10000,289,289
0,0,0,30001,7500,1,1
0,0,0,30007,2500,1,2
52236,1,2,0,0,0,0
0,0,0,3,10000,672,672
0,0,0,2,10000,303,303
0,0,0,30006,3500,1,1
0,0,0,30019,1000,1,2
0,0,0,30009,1000,1,2
0,0,0,30001,3500,1,1
0,0,0,30007,1000,1,2
52237,1,2,0,0,0,0
0,0,0,3,10000,680,680
0,0,0,2,10000,303,303
0,0,0,30001,7500,1,1
0,0,0,30007,2500,1,2
52238,1,2,0,0,0,0
0,0,0,3,10000,680,680
0,0,0,2,10000,303,303
0,0,0,30001,7500,1,1
0,0,0,30007,2500,1,2
52239,1,2,0,0,0,0
0,0,0,3,10000,680,680
0,0,0,2,10000,303,303
0,0,0,30006,3500,1,1
0,0,0,30019,1000,1,2
0,0,0,30009,1000,1,2
0,0,0,30001,3500,1,1
0,0,0,30007,1000,1,2
52240,1,2,0,0,0,0
0,0,0,3,10000,680,680
0,0,0,2,10000,303,303
0,0,0,30006,3500,1,1
0,0,0,30019,1000,1,2
0,0,0,30009,1000,1,2
0,0,0,30001,3500,1,1
0,0,0,30007,1000,1,2
52241,1,2,0,0,0,0
0,0,0,3,10000,680,680
0,0,0,2,10000,303,303
0,0,0,30001,7500,1,1
0,0,0,30007,2500,1,2
52242,1,2,0,0,0,0
0,0,0,3,10000,700,700
0,0,0,2,10000,303,303
0,0,0,30001,7500,1,1
0,0,0,30007,2500,1,2
52243,1,2,0,0,0,0
0,0,0,3,10000,700,700
0,0,0,2,10000,303,303
0,0,0,30006,3500,1,1
0,0,0,30019,1000,1,2
0,0,0,30009,1000,1,2
0,0,0,30001,3500,1,1
0,0,0,30007,1000,1,2
52244,1,2,0,0,0,0
0,0,0,3,10000,700,700
0,0,0,2,10000,303,303
0,0,0,30001,7500,1,1
0,0,0,30007,2500,1,2
52245,1,2,0,0,0,0
0,0,0,3,10000,700,700
0,0,0,2,10000,303,303
0,0,0,30001,7500,1,1
0,0,0,30007,2500,1,2
52246,1,2,0,0,0,0
0,0,0,3,10000,700,700
0,0,0,2,10000,303,303
0,0,0,30006,3500,1,1
0,0,0,30019,1000,1,2
0,0,0,30009,1000,1,2
0,0,0,30001,3500,1,1
0,0,0,30007,1000,1,2
52247,1,2,0,0,0,0
0,0,0,3,10000,708,708
0,0,0,2,10000,303,303
0,0,0,30001,7500,1,1
0,0,0,30007,2500,1,2
52248,1,2,0,0,0,0
0,0,0,3,10000,708,708
0,0,0,2,10000,303,303
0,0,0,30001,7500,1,1
0,0,0,30007,2500,1,2
52249,1,2,0,0,0,0
0,0,0,3,10000,708,708
0,0,0,2,10000,303,303
0,0,0,30006,3500,1,1
0,0,0,30019,1000,1,2
0,0,0,30009,1000,1,2
0,0,0,30001,3500,1,1
0,0,0,30007,1000,1,2
52250,1,2,0,0,0,0
0,0,0,3,10000,708,708
0,0,0,2,10000,303,303
0,0,0,30006,3500,1,1
0,0,0,30019,1000,1,2
0,0,0,30009,1000,1,2
0,0,0,30001,3500,1,1
0,0,0,30007,1000,1,2
52251,1,2,0,0,0,0
0,0,0,3,10000,708,708
0,0,0,2,10000,303,303
0,0,0,30006,7500,1,1
0,0,0,30007,2500,1,2
52252,1,2,0,0,0,0
0,0,0,3,10000,710,710
0,0,0,2,10000,303,303
0,0,0,30006,7500,1,1
0,0,0,30007,2500,1,2
52253,1,2,0,0,0,0
0,0,0,3,10000,710,710
0,0,0,2,10000,303,303
0,0,0,30019,2000,1,2
0,0,0,30009,2000,1,2
0,0,0,30006,4000,1,1
0,0,0,30007,2000,1,2
52254,1,2,0,0,0,0
0,0,0,3,10000,710,710
0,0,0,2,10000,303,303
0,0,0,30006,7500,1,1
0,0,0,30007,2500,1,2
52255,1,2,0,0,0,0
0,0,0,3,10000,710,710
0,0,0,2,10000,303,303
0,0,0,30006,7500,1,1
0,0,0,30007,2500,1,2
52256,1,2,0,0,0,0
0,0,0,3,10000,710,710
0,0,0,2,10000,306,306
0,0,0,30019,2000,1,2
0,0,0,30009,2000,1,2
0,0,0,30006,4000,1,1
0,0,0,30007,2000,1,2
52257,1,2,0,0,0,0
0,0,0,3,10000,740,740
0,0,0,2,10000,306,306
0,0,0,30006,7500,1,1
0,0,0,30007,2500,1,2
52258,1,2,0,0,0,0
0,0,0,3,10000,740,740
0,0,0,2,10000,306,306
0,0,0,30006,7500,1,1
0,0,0,30007,2500,1,2
52259,1,2,0,0,0,0
0,0,0,3,10000,740,740
0,0,0,2,10000,306,306
0,0,0,30019,2000,1,2
0,0,0,30009,2000,1,2
0,0,0,30006,4000,1,1
0,0,0,30007,2000,1,2
52260,1,2,0,0,0,0
0,0,0,3,10000,740,740
0,0,0,2,10000,306,306
0,0,0,30019,2000,1,2
0,0,0,30009,2000,1,2
0,0,0,30006,4000,1,1
0,0,0,30007,2000,1,2
52261,1,2,0,0,0,0
0,0,0,3,10000,740,740
0,0,0,2,10000,321,321
0,0,0,30001,7500,1,1
0,0,0,30007,2500,1,2
52262,1,2,0,0,0,0
0,0,0,3,10000,744,744
0,0,0,2,10000,321,321
0,0,0,30001,7500,1,1
0,0,0,30007,2500,1,2
52263,1,2,0,0,0,0
0,0,0,3,10000,744,744
0,0,0,2,10000,321,321
0,0,0,30006,3500,1,1
0,0,0,30019,1000,1,2
0,0,0,30009,1000,1,2
0,0,0,30001,3500,1,1
0,0,0,30007,1000,1,2
52264,1,2,0,0,0,0
0,0,0,3,10000,744,744
0,0,0,2,10000,321,321
0,0,0,30001,7500,1,1
0,0,0,30007,2500,1,2
52265,1,2,0,0,0,0
0,0,0,3,10000,744,744
0,0,0,2,10000,321,321
0,0,0,30001,7500,1,1
0,0,0,30007,2500,1,2
52266,1,2,0,0,0,0
0,0,0,3,10000,744,744
0,0,0,2,10000,337,337
0,0,0,30006,3500,1,1
0,0,0,30019,1000,1,2
0,0,0,30009,1000,1,2
0,0,0,30001,3500,1,1
0,0,0,30007,1000,1,2
52267,1,2,0,0,0,0
0,0,0,3,10000,750,750
0,0,0,2,10000,337,337
0,0,0,30001,7500,1,1
0,0,0,30007,2500,1,2
52268,1,2,0,0,0,0
0,0,0,3,10000,750,750
0,0,0,2,10000,337,337
0,0,0,30001,7500,1,1
0,0,0,30007,2500,1,2
52269,1,2,0,0,0,0
0,0,0,3,10000,750,750
0,0,0,2,10000,337,337
0,0,0,30006,3500,1,1
0,0,0,30019,1000,1,2
0,0,0,30009,1000,1,2
0,0,0,30001,3500,1,1
0,0,0,30007,1000,1,2
52270,1,2,0,0,0,0
0,0,0,3,10000,750,750
0,0,0,2,10000,337,337
0,0,0,30006,3500,1,1
0,0,0,30019,1000,1,2
0,0,0,30009,1000,1,2
0,0,0,30001,3500,1,1
0,0,0,30007,1000,1,2
52271,1,2,0,0,0,0
0,0,0,3,10000,750,750
0,0,0,2,10000,354,354
0,0,0,30001,7500,1,1
0,0,0,30007,2500,1,2
52272,1,2,0,0,0,0
0,0,0,3,10000,770,770
0,0,0,2,10000,354,354
0,0,0,30001,7500,1,1
0,0,0,30007,2500,1,2
52273,1,2,0,0,0,0
0,0,0,3,10000,770,770
0,0,0,2,10000,354,354
0,0,0,30006,3500,1,1
0,0,0,30019,1000,1,2
0,0,0,30009,1000,1,2
0,0,0,30001,3500,1,1
0,0,0,30007,1000,1,2
52274,1,2,0,0,0,0
0,0,0,3,10000,770,770
0,0,0,2,10000,354,354
0,0,0,30001,7500,1,1
0,0,0,30007,2500,1,2
52275,1,2,0,0,0,0
0,0,0,3,10000,770,770
0,0,0,2,10000,354,354
0,0,0,30001,7500,1,1
0,0,0,30007,2500,1,2
52276,1,2,0,0,0,0
0,0,0,3,10000,770,770
0,0,0,2,10000,371,371
0,0,0,30006,3500,1,1
0,0,0,30019,1000,1,2
0,0,0,30009,1000,1,2
0,0,0,30001,3500,1,1
0,0,0,30007,1000,1,2
52277,1,2,0,0,0,0
0,0,0,3,10000,780,780
0,0,0,2,10000,371,371
0,0,0,30001,7500,1,1
0,0,0,30007,2500,1,2
52278,1,2,0,0,0,0
0,0,0,3,10000,780,780
0,0,0,2,10000,371,371
0,0,0,30001,7500,1,1
0,0,0,30007,2500,1,2
52279,1,2,0,0,0,0
0,0,0,3,10000,780,780
0,0,0,2,10000,371,371
0,0,0,30006,3500,1,1
0,0,0,30019,1000,1,2
0,0,0,30009,1000,1,2
0,0,0,30001,3500,1,1
0,0,0,30007,1000,1,2
52280,1,2,0,0,0,0
0,0,0,3,10000,780,780
0,0,0,2,10000,371,371
0,0,0,30006,3500,1,1
0,0,0,30019,1000,1,2
0,0,0,30009,1000,1,2
0,0,0,30001,3500,1,1
0,0,0,30007,1000,1,2
52281,1,2,0,0,0,0
0,0,0,3,10000,780,780
0,0,0,2,10000,390,390
0,0,0,30006,7500,1,1
0,0,0,30007,2500,1,2
52282,1,2,0,0,0,0
0,0,0,3,10000,792,792
0,0,0,2,10000,390,390
0,0,0,30006,7500,1,1
0,0,0,30007,2500,1,2
52283,1,2,0,0,0,0
0,0,0,3,10000,792,792
0,0,0,2,10000,390,390
0,0,0,30019,2000,1,2
0,0,0,30009,2000,1,2
0,0,0,30006,4000,1,1
0,0,0,30007,2000,1,2
52284,1,2,0,0,0,0
0,0,0,3,10000,792,792
0,0,0,2,10000,390,390
0,0,0,30006,7500,1,1
0,0,0,30007,2500,1,2
52285,1,2,0,0,0,0
0,0,0,3,10000,792,792
0,0,0,2,10000,390,390
0,0,0,30006,7500,1,1
0,0,0,30007,2500,1,2
52286,1,2,0,0,0,0
0,0,0,3,10000,792,792
0,0,0,2,10000,409,409
0,0,0,30019,2000,1,2
0,0,0,30009,2000,1,2
0,0,0,30006,4000,1,1
0,0,0,30007,2000,1,2
52287,1,2,0,0,0,0
0,0,0,3,10000,795,795
0,0,0,2,10000,409,409
0,0,0,30006,7500,1,1
0,0,0,30007,2500,1,2
52288,1,2,0,0,0,0
0,0,0,3,10000,795,795
0,0,0,2,10000,409,409
0,0,0,30006,7500,1,1
0,0,0,30007,2500,1,2
52289,1,2,0,0,0,0
0,0,0,3,10000,795,795
0,0,0,2,10000,409,409
0,0,0,30019,2000,1,2
0,0,0,30009,2000,1,2
0,0,0,30006,4000,1,1
0,0,0,30007,2000,1,2
52290,1,2,0,0,0,0
0,0,0,3,10000,795,795
0,0,0,2,10000,409,409
0,0,0,30019,2000,1,2
0,0,0,30009,2000,1,2
0,0,0,30006,4000,1,1
0,0,0,30007,2000,1,2
52291,1,2,0,0,0,0
0,0,0,3,10000,800,800
0,0,0,2,10000,429,429
0,0,0,30001,7500,1,1
0,0,0,30007,2500,1,2
52292,1,2,0,0,0,0
0,0,0,3,10000,800,800
0,0,0,2,10000,429,429
0,0,0,30001,7500,1,1
0,0,0,30007,2500,1,2
52293,1,2,0,0,0,0
0,0,0,3,10000,800,800
0,0,0,2,10000,429,429
0,0,0,30006,3500,1,1
0,0,0,30019,1000,1,2
0,0,0,30009,1000,1,2
0,0,0,30001,3500,1,1
0,0,0,30007,1000,1,2
52294,1,2,0,0,0,0
0,0,0,3,10000,800,800
0,0,0,2,10000,429,429
0,0,0,30001,7500,1,1
0,0,0,30007,2500,1,2
52295,1,2,0,0,0,0
0,0,0,3,10000,800,800
0,0,0,2,10000,429,429
0,0,0,30001,7500,1,1
0,0,0,30007,2500,1,2
52296,1,2,0,0,0,0
0,0,0,3,10000,810,810
0,0,0,2,10000,451,451
0,0,0,30006,3500,1,1
0,0,0,30019,1000,1,2
0,0,0,30009,1000,1,2
0,0,0,30001,3500,1,1
0,0,0,30007,1000,1,2
52297,1,2,0,0,0,0
0,0,0,3,10000,810,810
0,0,0,2,10000,451,451
0,0,0,30001,7500,1,1
0,0,0,30007,2500,1,2
52298,1,2,0,0,0,0
0,0,0,3,10000,810,810
0,0,0,2,10000,451,451
0,0,0,30001,7500,1,1
0,0,0,30007,2500,1,2
52299,1,2,0,0,0,0
0,0,0,3,10000,810,810
0,0,0,2,10000,451,451
0,0,0,30006,3500,1,1
0,0,0,30019,1000,1,2
0,0,0,30009,1000,1,2
0,0,0,30001,3500,1,1
0,0,0,30007,1000,1,2
52300,1,2,0,0,0,0
0,0,0,3,10000,810,810
0,0,0,2,10000,451,451
0,0,0,30006,3500,1,1
0,0,0,30019,1000,1,2
0,0,0,30009,1000,1,2
0,0,0,30001,3500,1,1
0,0,0,30007,1000,1,2
52301,1,2,0,0,0,0
0,0,0,3,10000,828,828
0,0,0,2,10000,451,451
0,0,0,30001,7500,1,1
0,0,0,30007,2500,1,2
52302,1,2,0,0,0,0
0,0,0,3,10000,828,828
0,0,0,2,10000,451,451
0,0,0,30001,7500,1,1
0,0,0,30007,2500,1,2
52303,1,2,0,0,0,0
0,0,0,3,10000,828,828
0,0,0,2,10000,451,451
0,0,0,30006,3500,1,1
0,0,0,30019,1000,1,2
0,0,0,30009,1000,1,2
0,0,0,30001,3500,1,1
0,0,0,30007,1000,1,2
52304,1,2,0,0,0,0
0,0,0,3,10000,828,828
0,0,0,2,10000,451,451
0,0,0,30001,7500,1,1
0,0,0,30007,2500,1,2
52305,1,2,0,0,0,0
0,0,0,3,10000,828,828
0,0,0,2,10000,451,451
0,0,0,30001,7500,1,1
0,0,0,30007,2500,1,2
52306,1,2,0,0,0,0
0,0,0,3,10000,840,840
0,0,0,2,10000,451,451
0,0,0,30006,3500,1,1
0,0,0,30019,1000,1,2
0,0,0,30009,1000,1,2
0,0,0,30001,3500,1,1
0,0,0,30007,1000,1,2
52307,1,2,0,0,0,0
0,0,0,3,10000,840,840
0,0,0,2,10000,451,451
0,0,0,30001,7500,1,1
0,0,0,30007,2500,1,2
52308,1,2,0,0,0,0
0,0,0,3,10000,840,840
0,0,0,2,10000,451,451
0,0,0,30001,7500,1,1
0,0,0,30007,2500,1,2
52309,1,2,0,0,0,0
0,0,0,3,10000,840,840
0,0,0,2,10000,451,451
0,0,0,30006,3500,1,1
0,0,0,30019,1000,1,2
0,0,0,30009,1000,1,2
0,0,0,30001,3500,1,1
0,0,0,30007,1000,1,2
52310,1,2,0,0,0,0
0,0,0,3,10000,840,840
0,0,0,2,10000,451,451
0,0,0,30006,3500,1,1
0,0,0,30019,1000,1,2
0,0,0,30009,1000,1,2
0,0,0,30001,3500,1,1
0,0,0,30007,1000,1,2
52311,1,2,0,0,0,0
0,0,0,3,10000,850,850
0,0,0,2,10000,451,451
0,0,0,30006,7500,1,1
